x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,y
16.920654615656684,-42.64583189703169,120.9895820189098,204.1586535433103,146.48271151231893,10.93141615899949,-148.8432962631203,27.660603336878673,-84.50223918726775,12.29484376324828,-260.89328997853045,220.55149127249427,39.082307699529274,-233.71666200223294,42.630972215683066,1.4172149095199191,-174.99709496348706,71.61650560626498,-10.547376505163566,-101.62927539139254,-62.32570488978079,38.713472101235176,-35.03846416073117,-9.714632146277507,36.98739131682556,8.891163968864445,-434.62673293406857,42.77367132792341,217.00270133287216,3
33.112696610268976,141.93428562964445,-42.90848015103285,272.8402750455041,3.2402211923408704,2.9006149897802285,83.38475729410057,38.41940657656868,5.996594841192919,-74.7944676973398,410.01042031880735,39.77770133598225,-41.2403331792443,-71.57623171925911,-11.164562043041558,-13.485649486528164,-13.223102458753422,10.385784628154084,7.391789372631409,-102.82224511814483,-63.30362205196448,69.6581877189549,50.4112337184854,-14.496755570913782,62.01389827106025,23.60284512325935,-56.753574864541385,55.81001366846909,132.22164853126597,1
-0.7190352894016626,162.35666949501066,-25.28994789336022,-38.06381257301806,-45.747703505512796,-1.7688170470159983,-34.906378236401224,19.047968796182985,-122.52501081113553,37.49545953256039,-93.59913363965235,-68.97487158326496,54.34290961688045,2.7744770467793747,-101.54597320627244,-13.435242016450145,-49.16499199812385,8.872700940053122,6.799507027776241,-1.8634775190562904,19.45565447791126,99.03378308321601,-14.787518860979391,-2.83796321906919,80.57473273324663,37.568537943265824,-55.84317799784161,24.805700617293834,-66.39904248454168,1
41.11483891902984,32.865929524511444,3.375600253284763,248.98250076349638,145.73601342453796,0.14452271301199834,-100.46758982400553,-14.69207645422964,-224.75032598140078,5.088221793745366,61.10731195589814,-142.1278655157314,-11.66405554477078,0.038705524690878644,-213.66583673630197,26.818791838890643,40.35891955561415,25.483935310999605,2.8726989557001414,8.62248531316802,28.051348723706365,-69.53513534420271,6.634928373619665,-0.08685129893769955,243.9156230503028,-42.57219468073401,349.7801386309646,22.95558091121357,115.35026141048374,2
-98.9548962486177,100.33468787280532,22.108892536497006,-509.28556380517665,77.4184185531715,-2.567594051769879,27.837708406661832,41.20330567814272,195.28407729119704,-47.10118031968077,-0.5017365501435805,21.249491166691524,-52.16087068178085,156.71873446434682,-142.4966503438919,20.63561601614794,6.447299958132149,-55.32131786506856,0.14356270113836964,100.46451706054253,103.33733213259272,100.58827104754052,-40.95191831010504,3.2625109138006487,174.26565688698744,38.307569821018525,-363.90802855252196,52.254404299986035,362.32049738208667,1
10.981667261585542,-63.07238893230689,18.413765372760725,-130.40347486337402,-230.25174100103902,-1.2541524987069734,26.378055084983217,-7.159243729629764,-33.254131859428824,-1.257125480418504,186.4851380426851,-39.91284767387781,14.087746743902873,-94.04113638943113,486.6672804824093,22.194988702707537,-263.88452265037097,-42.35422220912181,7.39446078046792,0.026074947925870774,21.004583796795867,-215.4400015281076,43.01975811192223,0.37794321877511516,-530.0006339914148,-111.93802426822973,313.06493005474965,-33.05424051074901,47.504338930417674,1
-99.59794741722058,-100.90615154800362,-33.43294254493678,76.15720141029726,40.837499631010445,-2.335031227029828,126.26491459102819,-9.946533453685587,-251.78975994171213,-117.38724210686306,619.3067169020468,118.62252452530129,-18.96294255703918,20.20101248851579,211.8241382458534,-1.833311818321033,6.87902490598858,-67.46456180174205,-2.624400042544301,-136.94815537379415,-91.27777140862226,10.999379055088959,71.58903481221246,-6.637311480397629,-342.44640030908846,-4.284620401396981,355.4098970240907,70.49424625365602,65.57336146204554,2
-11.832092948432392,228.62521673874437,-84.24529801043379,-55.439497142259455,93.12737549479596,-7.039215922911247,28.282933637178818,-28.627706480695174,-246.8897648868865,-26.208360254292476,45.629249882736865,68.69730783859391,61.88045255691675,91.37776416619087,254.57847760769607,4.893396354375481,31.826459904050548,-66.14542622148916,-6.69979336139044,-146.42052187126023,-99.04258685753035,55.581547307940205,40.344222329391144,9.465111029468375,-171.62852740989044,16.910554006086084,283.8430220015224,-7.96972797425473,49.45434888551971,1
4.466312968674573,154.64958595038365,-181.15233578031666,-309.32144407530365,-253.31448660753986,-6.344316122890208,-65.00297008777235,31.309292462769587,-114.42077268804596,-306.2389116406618,620.699128825831,54.78566348479242,33.11205287345425,-124.11909295833188,80.43426437804365,-5.3221354427468786,-6.959092702663876,96.52607690990884,-3.3439596563010943,-180.94421418417926,-127.34281146311484,317.8597103267078,63.753406372778635,11.895994510382538,-183.52978624769895,141.6023674891938,78.98907060531133,-38.996248093810884,153.30797032555435,2
19.18835394495724,-204.52116140837896,106.60905203031705,-27.691117907308456,-130.321843928949,2.3058909186603076,70.95557188644548,-14.658178987966359,55.517708642161914,163.83443898771316,47.87977753776094,-179.7881685059997,25.169602634747292,19.32771544435728,-142.62959142439067,20.224542970032136,3.9540746170441143,-14.128892143000554,8.116710895746793,-201.42197108060108,-144.1291132970711,-128.72557699865297,-22.296010838926698,7.3389414288890915,-287.4164465013956,-70.71240820751304,47.024917925685834,1.3519496499626265,-37.238199292308664,1
