number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4,100.351275,68.4488778,65.092472,35.99159733,1.062064777,1.061097855,192.981,37.6516602,77.51557392,78.34321385,734.25,1020.036,663.7518098,937.9159008,1.281839127,0.751244237,894.6,743.499,349.8057568,367.6681557,171.75,106.94,143.3263422,82.9047748,1.248104449,1.383218996,205,5.018,83.39476902,79.44857708,3536.85725,2377.5334,452.6765436,34.2916353,0.771702226,0.562123202,9778.571,1955.1426,3829.614903,3835.723605,75.1375,110.7817,56.49121388,94.94296728,1.16731834,0.701158326,127.05,84.0477,47.5543817,43.77444506,5.363,3.31218,2.591530623,0.869215117,1.000285879,0.934732294,10.678,2.0468,4.279050946,4.40596158,31.506645,13.907948,4.423126571,0.367575536,0.638308446,0.71982027,99.97342,10.584052,40.05410712,30.16331226,2.5,2.494,2.114742527,2.232075178,1.220607265,1.047536023,4,1.094,1.5,1.289171827,11.0
3,87.46833333,87.28841463,82.55575809,80.68431191,1.04127007,0.848789344,71.755,47.1297561,29.90528168,34.42770751,856.1666667,817.9341463,852.8587891,815.5536003,1.094784085,0.922906054,181.3,319.997561,74.56962444,62.86173604,127.3333333,138.4390244,125.493812,137.130644,1.084024539,0.843559327,53,72.36585366,21.85304454,18.67311721,6311.0,6972.95122,6186.508901,6897.791442,1.078970436,0.835459696,3055.0,3680.414634,1248.208583,988.9743628,135.1333333,102.6731707,86.53086361,55.85881663,0.839248416,0.684167037,179.3,70.67560976,83.41448049,87.59211743,12.23333333,14.7195122,10.92539041,14.21792815,1.002899471,0.798049314,12.1,6.86097561,5.062498285,3.161291764,27.50666667,41.74536585,4.976422327,14.09307816,0.194158291,0.141301153,78.48,40.42536585,36.42535869,38.17965006,5.0,4.463414634,4.762203156,4.206928734,1.054920168,0.921008522,3,2.048780488,1.414213562,1.499553771,14.1
5,75.10025,51.28842923,61.29864157,34.95770976,1.456707899,1.333264704,121.3276,20.64453308,39.28890171,44.20699349,750.94,1002.471769,705.7326708,935.9210505,1.542128063,0.908455375,810.6,703.0474615,291.8284743,343.5413632,158.8,114.4761538,138.3951612,89.6454132,1.499364398,1.377261795,205,37.98153846,70.27204281,79.21495712,4569.4858,2931.304846,1034.806385,66.15085623,1.32440301,0.884454506,8958.571,2004.892077,2934.508465,3612.930607,67.87,108.5496154,47.8012552,85.72114998,1.307748646,0.770578542,127.05,76.52030769,52.49885332,49.86634559,7.6624,5.198315385,4.307310535,1.329060598,1.365378643,1.087512943,12.878,2.893684615,4.545448607,5.610499361,92.805316,93.83046615,9.884321853,1.076558484,0.549028713,0.222700347,399.97342,89.52414923,153.8764877,164.5877512,2.4,2.083846154,2.352158045,2.069162364,1.589026915,1.243606721,1,1.056153846,0.489897949,0.277156953,83.71
5,61.357238,78.78993862,26.27015125,59.33242656,1.217666928,1.11143648,136.31906,37.90222298,49.46613524,42.4513061,897.46,757.3497238,831.1701514,717.1108439,1.534859202,1.428573025,810.6,265.2331492,347.2219613,271.3301138,142.2,167.640884,114.6220835,147.9554572,1.428257038,1.212800302,205,68.13259669,82.44610361,70.06909208,3388.70378,5300.200356,112.5593997,1282.352855,1.01547149,0.81099311,8959.9101,3712.704202,3322.165544,3367.393406,76.65,80.39116022,57.15606834,56.95276203,1.382706037,1.061113691,127.05,47.21933702,49.05619227,51.7825682,6.656,9.261867403,2.716756166,5.750820599,1.178626016,0.987610266,12.878,5.409679558,5.374364483,4.579726097,87.041416,173.075953,3.57900842,22.52493024,0.339767083,0.202348846,399.97342,165.7421851,156.6729031,190.97769,2.0,2.104972376,1.888175023,2.067155265,1.557113098,1.369897464,2,0.79558011,0.632455532,0.400314275,82.4
5,56.25108,40.40888773,42.33600782,29.49318585,1.338434511,1.376885579,121.3276,13.34854773,43.65510039,36.225123,777.46,1018.264591,734.3936298,958.0078277,1.54903442,0.952088965,810.6,683.0578636,283.0357758,330.0392225,157.0,106.3859091,137.7145726,85.70568351,1.505196511,1.508968322,205,26.42954545,67.45961755,70.14885265,3151.8858,2576.057636,655.5499144,55.25836696,1.127619582,0.712565885,8958.571,2035.584182,3109.756439,3617.345098,56.644,106.8028955,17.26127816,65.61013604,0.954578305,0.660296538,141.0,77.65977273,61.47434541,54.40333361,7.7124,4.997381818,4.441588051,1.278996593,1.392535097,1.16863885,12.878,2.856181818,4.168340562,5.47200675,155.605316,118.03268,22.77233113,1.430787611,1.103984621,0.720939933,399.97342,90.89459273,144.8163864,165.1300191,2.0,2.0,2.0,2.0,1.609437912,1.243512241,0,1.000909091,0.0,0.0,116.6
4,100.351275,71.6904249,65.092472,37.51507831,1.062064777,1.056019653,192.981,38.9419041,77.51557392,79.09034028,734.25,1022.808,663.7518098,943.5945821,1.281839127,0.751768032,894.6,757.3095,349.8057568,363.4145307,171.75,107.27,143.3263422,83.01518003,1.248104449,1.364187676,205,14.392,83.39476902,80.03166311,3536.85725,2465.1154,452.6765436,35.92623421,0.771702226,0.588743157,9778.571,1955.1426,3829.614903,3830.278021,75.1375,109.64485,56.49121388,91.33981396,1.16731834,0.67959094,127.05,83.53785,47.5543817,45.74386096,5.363,3.49929,2.591530623,0.905329131,1.000285879,0.925283675,10.678,2.0468,4.279050946,4.480050178,31.506645,11.201948,4.423126571,0.34735263,0.638308446,0.89067783,99.97342,7.284052,40.05410712,25.66056868,2.5,2.527,2.114742527,2.28371975,1.220607265,1.053809111,4,1.127,1.5,1.263040379,30.4
4,103.54625,78.67766667,84.23248117,67.41459376,1.199339783,1.249097924,175.135,27.69566667,64.25671924,44.10140364,834.85,842.68,823.6019032,829.9240587,1.372827708,1.229408447,314.2,285.32,136.8549871,145.2893719,133.5,135.8666667,127.2499733,127.7644464,1.339316501,1.135778229,103,65.73333333,40.94203219,46.9693044,7099.75,6485.133333,5760.428517,5118.171787,1.219907188,1.053971309,9380.0,3458.666667,3863.695147,3835.691748,127.0,138.2666667,101.5555559,119.4743539,1.203219025,1.108569257,164.9,64.72666667,73.18746477,66.20566609,11.975,16.37466667,6.328709857,7.826777934,0.81037066,0.486716177,34.27,14.082,13.94007981,16.08156662,43.68125,58.10566667,4.772105236,4.719859587,0.52927916,0.190536482,138.795,55.53166667,56.82012412,66.58728299,5.5,5.866666667,5.421612022,5.839986365,1.373003913,1.197626902,2,2.133333333,0.866025404,0.498887652,4.3
5,74.290174,56.81012707,60.47722922,35.77415945,1.451830892,0.987051487,122.90607,36.66403136,39.86342571,52.53339783,810.8,1011.655571,765.7151745,940.4256148,1.55085744,0.790933311,772.0,749.6958571,285.2848611,353.7593826,149.8,104.3692857,133.3752548,84.10957865,1.519122019,1.166189055,171,51.43428571,58.78571255,67.11020829,4975.4858,2960.173714,1081.228167,53.41835319,1.309578737,0.78083501,8958.571,1623.483429,3230.297922,3580.001373,63.986,111.6946429,24.19071681,98.1044708,1.121350374,0.776926505,141.0,81.4275,57.80373677,42.65919284,6.9944,3.830607143,4.040809989,1.0387823,1.373970844,0.973714096,12.878,1.856821429,4.117368752,4.652661925,113.605316,61.14376,14.21547979,0.628899948,0.834028207,0.294617822,399.97342,56.84195429,149.1731622,138.1502738,2.2,2.264285714,2.168943542,2.226221639,1.594166699,1.052806395,1,1.141428571,0.4,0.440952124,32.2
5,103.00601,56.00006615,79.08509028,36.3788117,1.435318615,1.469500786,141.2506,16.79161077,54.19246755,50.86481731,736.28,999.9123077,687.7026985,931.5660508,1.535392531,0.911128031,810.6,690.8507692,300.5338144,346.9377996,185.2,116.5846154,158.9119391,90.50151504,1.497934212,1.456324514,205,31.32307692,78.91869234,82.04237035,5402.4858,3177.431,1187.133332,68.94138843,1.33621351,1.007698199,8958.571,2066.922846,3261.375138,3816.235096,76.17,110.7384615,58.75372387,89.96291576,1.402808585,0.826397812,127.05,75.14615385,47.36268151,47.21664127,7.6444,5.047230769,4.376356268,1.308487454,1.384084859,1.09179363,12.878,2.903538462,4.268138405,5.484593725,88.405316,95.99892769,7.716932511,1.06565625,0.416966276,0.191858188,399.97342,92.29338,155.9079865,166.6370726,2.6,2.107692308,2.491461879,2.081707687,1.56495725,1.301325543,2,0.953846154,0.8,0.397030397,20.9
4,137.514125,121.8337286,133.5617259,120.5241083,1.356379444,0.970170872,89.3115,73.19238571,34.32216959,19.91708651,671.425,587.0057143,658.6841797,582.1590464,1.366943932,0.975124553,328.0,348.9657143,133.3264298,83.27685648,173.5,162.9714286,173.1425198,162.5939881,1.384265846,0.947424203,29,101.1428571,10.9658561,11.36783863,12252.25,8533.285714,10825.46985,8057.455288,1.260854948,1.091254463,15871.0,4265.857143,6357.365821,3756.658953,86.4,47.31714286,71.78172007,40.16779518,1.223369254,1.281189046,122.1,14.35714286,48.31733643,34.48069842,14.115,6.46,10.02890097,4.6532824,1.116126627,1.320550034,22.74,1.542857143,9.884769851,7.012242356,98.25,81.57142857,67.11927611,67.08886707,1.162312374,0.841881631,139.0,57.0,57.51684536,37.15549236,4.75,3.571428571,4.559014114,3.451230221,1.347484877,1.103739134,3,1.8,1.299038106,1.049781318,0.62
