number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
5,92.26674,93.735294,64.81266197,72.0124396,1.323286609,1.342502941,188.3839,35.189054,69.23265515,63.99134391,747.78,690.98,702.115184,663.4398954,1.54100619,1.562620154,810.6,123.0,293.2861361,225.4538702,159.2,169.66,139.7433718,156.7607876,1.507320792,1.455533801,205,45.8,67.21130857,56.70612313,5174.2858,5864.1429,962.3642484,2215.130545,1.165065441,1.145205597,11848.571,2687.8571,4506.89548,4238.505427,60.484,57.8874,29.1775464,27.73218014,1.112638623,1.035769494,138.63,35.1186,58.434336,55.86269363,6.8124,8.187,3.839584976,5.855180494,1.345508467,1.245139601,12.878,3.9078,4.340205414,4.059693511,132.805316,175.882658,17.74741317,47.82456239,0.949904122,0.831119991,399.97342,119.997342,151.1646393,162.2065679,2.2,2.18,2.168943542,2.151426047,1.594166699,1.55403644,1,0.4,0.4,0.384187454,120.0
6,80.85525,57.35401375,62.69795196,37.92455951,1.562496881,1.407447912,184.5906,21.74155,57.67783733,53.71444635,861.8833333,999.817,826.7263462,936.580923,1.750075752,1.08580094,764.1,654.2855,252.2352501,335.2430225,148.5,118.055,135.3342279,94.30205601,1.720298823,1.399615135,171,54.395,51.53882032,73.64222277,6575.904833,3227.5145,1691.186657,85.59022177,1.504146942,1.296787496,13532.571,1183.5105,4351.019263,4386.36821,56.28833333,90.17275,15.9585198,41.62198245,1.174819955,0.662719749,141.0,71.24625,57.80539491,62.89901118,8.577,4.70325,4.4747127,1.314185922,1.444248778,1.271092799,20.278,1.981625,6.755075993,5.592816503,109.55443,62.31454,18.07222815,1.193043912,1.102638494,0.70653234,399.97342,48.98671,136.9408947,128.0489216,2.666666667,2.15,2.40187391,2.084116744,1.667461933,1.397234788,4,0.995,1.490711985,0.759934208,60.0
6,85.351375,48.08064668,71.09320989,33.83708159,1.665093063,1.689261599,121.3276,11.02134772,38.98122459,39.43693012,738.8666667,1010.289091,699.9698219,946.9183362,1.732683306,0.988181877,810.6,701.1080529,270.1495121,337.5437694,170.3333333,111.131505,151.0009304,88.02324871,1.699750652,1.654001852,205,27.53931475,67.31435376,74.94165441,4480.5715,2817.726653,1252.671065,61.65213255,1.512424166,1.088129634,8958.571,1871.136069,2958.05004,3581.678311,70.71333333,108.6934969,42.42717996,81.41052149,1.448971136,0.811205376,135.97,77.04911494,54.41507195,50.58669018,7.953666667,5.072186128,4.957939116,1.292052726,1.60222833,1.327641182,12.878,2.616030844,4.063135147,5.538981985,89.50443,90.17248291,14.03071728,1.064451967,0.880668394,0.360268656,399.97342,83.55311156,140.3927484,159.7524515,2.5,2.113955785,2.40187391,2.08989801,1.748970751,1.400381752,2,1.012383195,0.763762616,0.372766852,40.9
6,68.539375,51.41887194,56.49866558,35.1807918,1.631528811,1.385771757,121.3276,21.08652276,38.19237477,44.19216584,778.5333333,999.5254317,737.9580592,933.5223152,1.735670113,0.975752452,810.6,687.7459969,271.3119709,342.0555935,165.6666667,115.6373626,147.466243,90.71203249,1.701858135,1.465791074,205,37.48822606,65.07602392,79.21231362,4272.238167,2949.712046,1142.518331,70.605588,1.47051467,0.972753626,8958.571,1968.474768,3067.856807,3611.16084,52.38666667,106.3096939,19.04090227,78.03100443,1.182884687,0.757743491,141.0,75.36499215,56.91985935,51.98936851,8.102,5.228985871,5.05313289,1.36962465,1.60617923,1.196969338,12.878,2.778571429,4.056249499,5.552020283,125.8377633,96.12473699,20.67400448,1.194788087,1.155630072,0.40696527,399.97342,87.89802597,141.42262,163.3769658,2.166666667,2.066718995,2.139826388,2.054842916,1.778233306,1.29895538,1,1.034536892,0.372677996,0.249534709,34.6
4,76.5177175,57.24840681,59.31009613,35.91500184,1.197273033,0.935318974,122.90607,36.77480681,44.28945853,53.00167661,787.05,1011.473,734.2196242,940.1775321,1.313008024,0.774005177,772.0,743.2842857,314.5059658,353.909091,151.75,104.1657143,131.3021966,84.02719408,1.275273991,1.113307159,171,50.39142857,65.57962717,66.79581656,4434.35725,2991.610857,674.4847514,53.8171475,0.99598278,0.740605488,8958.571,1676.163429,3402.856196,3593.705093,79.6075,112.1475286,48.47726468,100.1355086,1.096671769,0.779711932,135.97,81.34461429,54.37309692,41.82505747,6.9055,3.820142857,3.479474849,1.037085434,1.088575342,0.919302768,12.878,1.768571429,4.599064117,4.647896542,112.006645,61.15518857,8.339818346,0.624120231,0.403693221,0.266761555,399.97342,57.12766857,166.7423511,138.4884437,2.25,2.272857143,2.213363839,2.233972144,1.368922361,1.024891716,1,1.117142857,0.433012702,0.445428022,11.0
6,120.3752117,70.60050318,90.12286093,40.22511511,1.588257779,1.685549012,192.981,13.22130909,71.7978261,72.93405886,761.05,1012.340909,725.7229104,950.8558307,1.740039963,1.059360738,772.0,691.6409091,259.4364582,334.5709514,150.6666667,105.0909091,136.7699812,85.42358379,1.716936499,1.699799378,171,21.0,53.66149043,66.38928521,6476.238167,3373.324909,1685.802688,65.13124518,1.519253351,1.503394551,11338.571,1030.129636,4032.489994,4354.883256,74.62166667,103.5222727,51.53696916,74.62833944,1.553096311,0.890989297,135.97,76.83681818,47.78012502,51.83012102,7.215333333,4.113818182,4.436085901,1.149509755,1.571534473,1.580164665,12.878,1.069818182,4.174245907,4.701596476,81.83776333,45.65086182,10.51874837,0.725896485,0.707297176,0.727683859,399.97342,36.34913818,142.8860173,112.9307878,3.0,2.5,2.798166414,2.358179564,1.721089149,1.543219616,3,0.954545455,1.154700538,0.988571053,16.3
4,54.5368875,55.896425,33.29254113,33.50010361,1.024506592,0.93651802,95.609,33.47155,43.57038216,45.06704885,826.2,818.0833333,809.5859069,806.9984446,1.365928532,1.325019436,470.3,165.2666667,168.0536968,137.6978506,133.75,131.8333333,120.2137528,120.5601454,1.286383411,1.258410698,145,45.16666667,59.17505809,53.8715035,5303.75,5949.666667,4158.048465,4547.272952,1.138399382,0.974230462,9763.0,3631.0,3974.652713,4357.435051,67.475,58.88333333,52.37208902,47.65384661,1.127432858,1.231566178,127.2,20.71666667,51.83422494,44.71660455,45.775,41.63333333,31.61878347,30.68394415,1.064606428,1.140709378,93.6,15.6,37.25737343,32.43643356,63.75,58.83333333,46.21678887,45.39104666,1.103489299,1.166391154,123.0,20.83333333,48.48388908,42.15217142,3.5,3.5,3.464101615,3.464101615,1.376055285,1.319422273,1,0.833333333,0.5,0.5,22.6
6,90.01631167,88.81767167,69.44017852,76.77431558,1.599062559,1.396038789,128.2426,28.58817333,52.028665,42.43899131,703.7666667,682.9,660.8915195,659.999643,1.721621344,1.41541466,810.6,329.95,283.6404865,198.704256,173.5,173.7666667,154.7291787,163.1799187,1.707655158,1.434683177,205,64.46666667,64.31886711,53.22886644,4529.5715,6244.761933,1201.014557,3436.519265,1.4797302,1.001761088,8958.571,4181.238067,3130.908021,3004.236653,63.78666667,78.768,37.09206288,53.723481,1.441924259,0.963527186,138.63,55.69533333,51.03267962,49.0273305,7.210333333,9.584133333,4.551227075,7.623083817,1.598373077,1.097026132,12.878,6.098533333,3.802574639,3.766932507,108.00443,206.3351053,14.27419495,55.00392542,0.934516138,0.402414693,399.97342,186.6648947,147.6438617,186.7130357,2.333333333,2.2,2.289428485,2.168943542,1.772139388,1.490752456,1,0.833333333,0.471404521,0.4,80.0
2,161.009,201.65708,154.2410114,199.9893941,0.651411872,0.148925714,92.382,187.87892,46.191,21.93950941,636.6,705.768,631.7290558,704.628017,0.685505469,0.190900405,157.2,638.808,78.6,37.33293152,155.0,154.12,154.9967742,154.1192736,0.693126369,0.228976633,2,135.4,1.0,0.474973683,9325.0,11098.2,9104.691099,11045.14226,0.669615478,0.166415422,4030.0,10221.0,2015.0,957.0719722,33.5,36.228,33.35625878,36.19467116,0.688859472,0.199538041,6.2,32.58,3.1,1.472418419,4.015,4.6794,3.94337419,4.662301258,0.67536105,0.173623773,1.51,4.2882,0.755,0.358605131,58.5,37.82,53.57238094,36.83433154,0.610138376,0.386557566,47.0,27.98,23.5,11.16188156,3.5,3.94,3.464101615,3.931548768,0.682908105,0.185609261,1,3.58,0.5,0.237486842,7.061
4,94.03645,68.21504655,65.68635754,39.22813536,1.100637313,1.145601866,192.981,31.34524655,71.19117078,72.14756235,827.5,1016.456091,783.8446355,957.2422553,1.329468602,0.925140295,764.1,631.5772727,289.6985589,329.672933,138.75,103.2927273,121.5058948,84.40506262,1.278720308,1.355357589,171,17.76636364,60.68927006,65.18949819,5342.85725,3235.052182,757.5454786,63.80350821,0.980642981,0.9536224,9778.571,1804.075091,4143.139138,4170.177056,90.4075,109.4806909,56.70962046,79.70323932,1.154421796,0.836183068,135.97,76.70621818,51.53670215,48.12766644,8.0555,4.872181818,3.990572347,1.267916592,1.112766771,1.168422216,12.878,1.890454545,4.870958915,5.265261727,110.756645,52.41813455,7.386577347,0.698959855,0.365842258,0.462311181,399.97342,45.44004727,167.4969127,125.0500464,2.75,2.553636364,2.514866859,2.368470694,1.288252305,1.203623445,3,0.863636364,1.299038106,1.163785147,6.0
