number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
2,39.5135,45.2275,37.82482648,43.89593829,0.650720271,0.431701395,22.856,31.18475,11.428,9.896938314,718.05,684.075,714.8276715,681.6960241,0.688662933,0.599670255,135.9,291.075,67.95,58.84642619,141.0,156.0,137.77155,153.4892018,0.670338558,0.468170623,60,100.5,30.0,25.98076211,4220.0,5165.0,3773.102172,4801.422109,0.589199649,0.35228494,3780.0,4000.0,1890.0,1636.788013,93.6,72.85,83.89702021,66.11380153,0.591351958,0.690498398,83.0,5.3,41.5,35.94005426,36.5,29.65,33.83134641,27.77327309,0.620951296,0.681326001,27.4,4.55,13.7,11.86454803,90.5,60.75,68.19090848,45.97736577,0.457895388,0.665378122,119.0,14.25,59.5,51.52851153,4.5,4.75,4.472135955,4.728708045,0.686961577,0.514653165,1,2.75,0.5,0.433012702,17.0
4,100.351275,69.8240796,65.092472,36.63021723,1.062064777,1.061846708,192.981,38.1990364,77.51557392,78.67735587,734.25,1021.212,663.7518098,940.3208526,1.281839127,0.75267176,894.6,749.358,349.8057568,365.8721922,171.75,107.08,143.3263422,82.95159544,1.248104449,1.381366318,205,6.444,83.39476902,79.69663481,3536.85725,2414.6894,452.6765436,34.97581661,0.771702226,0.575786486,9778.571,1955.1426,3829.614903,3833.658675,75.1375,110.2994,56.49121388,93.39731514,1.16731834,0.692890277,127.05,83.8314,47.5543817,44.62410951,5.363,3.39156,2.591530623,0.884356857,1.000285879,0.934114565,10.678,2.0468,4.279050946,4.438507628,31.506645,12.759948,4.423126571,0.358856167,0.638308446,0.791214093,99.97342,9.184052,40.05410712,28.37210163,2.5,2.508,2.114742527,2.253840807,1.220607265,1.051757582,4,1.108,1.5,1.278255061,19.0
2,50.458275,42.76876,32.67753804,26.74934346,0.36496016,0.453495448,76.89515,28.35592,38.447575,37.67077624,850.55,897.58,817.3981771,865.1449946,0.654427477,0.58743889,470.3,405.26,235.15,230.3990052,139.5,125.0,119.1805353,106.2133791,0.55124513,0.628069615,145,44.6,72.5,71.03520254,3366.0,3144.8,3179.106793,2969.380016,0.638148882,0.683646872,2212.0,432.8,1106.0,1083.654262,93.25,105.68,69.51934982,81.65349233,0.450705008,0.36234512,124.3,80.8,62.15,60.89431501,58.2,67.56,34.59768778,43.19918167,0.32052885,0.247112023,93.6,58.44,46.8,45.85444798,78.5,90.8,48.78524367,60.2360368,0.342904621,0.26610769,123.0,77.2,61.5,60.25744767,3.5,3.6,3.464101615,3.565204916,0.682908105,0.636514168,1,1.2,0.5,0.489897949,11.5
4,90.2786,89.55948571,66.98998734,73.21593073,1.178059558,1.177906071,128.2426,33.02702857,53.2860956,46.50119373,773.025,727.2,714.9461837,688.9730095,1.304577661,1.278163823,810.6,228.1714286,325.5704638,262.153085,163.0,169.3714286,138.0064058,151.735123,1.25775304,1.192125653,205,58.2,76.64528687,66.23727294,4870.35725,5944.489857,749.1889155,1936.021154,1.034495294,0.892031203,8958.571,3839.795857,3422.728556,3265.192718,82.3375,84.54428571,60.72149283,62.77510964,1.1640132,1.025090199,127.05,47.41285714,51.12571974,49.29863917,7.1055,8.920285714,3.585032949,5.802371762,1.098226113,0.921553239,12.878,5.582571429,4.585759561,4.368242593,108.756645,178.9752257,7.55238461,26.53526641,0.336261916,0.203064291,399.97342,171.4247743,168.3010468,191.4997504,2.25,2.171428571,2.213363839,2.143961926,1.368922361,1.316060239,1,0.571428571,0.433012702,0.376883027,96.1
5,70.1468324,49.42293708,56.14783302,34.35584909,1.428693431,1.309383983,121.3276,18.01056059,41.17079925,42.10634206,761.36,1007.116,718.0056527,944.4247713,1.546111192,0.897216346,810.6,696.1146667,286.371581,335.1976657,168.4,111.9466667,147.0200916,88.74048552,1.50711487,1.362618908,205,37.44,69.77850672,75.89657758,3985.6858,3146.315467,902.8564335,71.04551663,1.285651067,0.736425215,8958.571,2388.5712,2901.112013,3796.200111,65.71,112.03,43.78403661,91.15017458,1.265271476,0.770653983,127.05,75.86933333,54.1909808,46.96064771,9.7444,5.469066667,5.315545234,1.384143192,1.379927376,1.024886067,15.778,3.386666667,5.419458039,5.823732588,90.205316,110.2075093,8.77589211,1.267270682,0.477618544,0.166153958,399.97342,106.6524907,155.0380634,174.8805838,2.4,2.066666667,2.352158045,2.054799318,1.589026915,1.212609228,1,1.046666667,0.489897949,0.249443826,81.0
5,100.210634,88.61850552,55.09261469,40.13602263,1.253599721,0.903359247,184.273,59.07251537,75.11129079,85.0047171,765.32,832.6552239,736.6340484,815.8545904,1.571980348,1.327838562,554.2,278.5626866,209.4612556,160.2841574,146.4,129.2238806,132.8904679,117.8684521,1.524463138,1.342164124,139,52.56716418,57.76365639,53.88789383,7865.2,9042.477612,5522.761432,5573.72898,1.265649085,0.868448907,19190.0,6631.402985,7055.044448,8525.963354,98.28,110.4089552,74.59893322,78.162303,1.35993019,1.085923249,178.6,64.07910448,70.02620652,78.84880815,37.68,44.03283582,21.59522033,31.963508,1.153143964,1.102901997,98.7,18.7119403,37.19190234,32.618946,53.6,59.47761194,35.86150275,45.63140247,1.244058718,1.171164961,127.0,24.88059701,47.88152044,43.07382008,3.8,4.119402985,3.650186051,3.925102723,1.56637346,1.289268396,3,1.835820896,1.166190379,1.321717427,3.45
2,77.385,77.385,76.13750918,76.13750918,0.677070198,0.677070198,27.678,13.839,13.839,13.839,702.35,702.35,701.0538496,701.0538496,0.691302301,0.691302301,85.3,42.65,42.65,42.65,175.5,175.5,172.8293956,172.8293956,0.677968892,0.677968892,61,30.5,30.5,30.5,7735.5,7735.5,7637.968316,7637.968316,0.680565487,0.680565487,2449.0,1224.5,1224.5,1224.5,81.25,81.25,71.46845458,71.46845458,0.575297738,0.575297738,77.3,38.65,38.65,38.65,17.05,17.05,16.58613879,16.58613879,0.666065965,0.666065965,7.9,3.95,3.95,3.95,211.5,211.5,95.91663047,95.91663047,0.211196799,0.211196799,377.0,188.5,188.5,188.5,3.0,3.0,2.828427125,2.828427125,0.636514168,0.636514168,2,1.0,1.0,1.0,0.74
2,32.4741,32.4741,26.71183835,26.71183835,0.521359252,0.521359252,36.9348,18.4674,18.4674,18.4674,1025.8,1025.8,954.5235199,954.5235199,0.624491162,0.624491162,751.4,375.7,375.7,375.7,113.5,113.5,97.85703858,97.85703858,0.558676172,0.558676172,115,57.5,57.5,57.5,3055.6255,3055.6255,87.42774159,87.42774159,0.001943431,0.001943431,6108.749,3054.3745,3054.3745,3054.3745,30.3,30.3,21.04400152,21.04400152,0.40544248,0.40544248,43.6,21.8,21.8,21.8,11.58,11.58,2.864960733,2.864960733,0.080149201,0.080149201,22.44,11.22,11.22,11.22,15.512915,15.512915,0.89483518,0.89483518,0.006735703,0.006735703,30.97417,15.487085,15.487085,15.487085,4.0,4.0,3.872983346,3.872983346,0.661563238,0.661563238,2,1.0,1.0,1.0,9.25
5,89.17885,50.05733767,70.48118274,34.61720706,1.445050014,1.349033466,124.1166,17.37616,46.74438368,42.74626799,743.22,1006.511333,696.0562892,943.4478945,1.53842178,0.894418879,810.6,696.7193333,296.7518115,335.9569083,168.6,111.9533333,147.1795498,88.7436921,1.507128643,1.362806392,205,37.43333333,69.82435105,75.90295002,4726.4858,3171.0088,1060.967472,71.42870708,1.32380762,0.766590177,8958.571,2388.5712,3021.419102,3807.101626,72.09,112.2426667,53.11608165,91.73910788,1.357428929,0.780931907,127.05,75.65666667,50.1110407,46.61252742,7.6444,5.399066667,4.293350646,1.374324554,1.364045141,0.98149806,12.878,3.456666667,4.553790228,5.759481799,89.205316,110.174176,8.14227593,1.264109046,0.443635929,0.164051293,399.97342,106.6524907,155.5288132,174.8990127,2.6,2.073333333,2.491461879,2.058743959,1.56495725,1.223143741,2,1.04,0.8,0.285112064,38.0
4,92.749775,80.8450194,87.68927202,76.25004071,1.331676396,1.187802389,81.482,27.6223946,30.70046409,29.98205978,731.825,781.71712,713.8586065,762.4466709,1.362472292,1.063867167,443.7,362.0754,157.6724671,163.3875636,174.0,158.9876,167.0317451,151.9357921,1.345391116,1.182162163,139,54.8988,50.4132919,50.84351922,7390.25,6246.7328,6662.69243,5960.011073,1.287546285,1.107489856,8940.0,2686.2128,3303.703405,1866.05765,55.8375,43.9132,39.15004014,32.40597313,1.097116488,0.867655854,95.75,29.26464,41.07592627,32.26444244,17.8,18.38012,16.05007788,16.52127569,1.29305865,0.972215596,19.7,10.58524,7.504332082,8.028539642,74.25,56.8188,57.14657609,49.66407171,1.167100771,1.049968584,132.0,26.3788,48.76666382,26.52412424,4.0,3.6684,3.662841501,3.447513589,1.305096372,1.057809986,4,1.8632,1.58113883,1.24837552,24.9
