number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
5,89.33718,52.84572077,70.56064655,35.43382474,1.444537168,1.421554566,124.90825,17.02388385,46.91766658,46.41235047,740.52,1000.890769,692.5413311,933.0745375,1.53695956,0.913736201,810.6,690.8507692,298.6430069,345.8202929,181.0,115.6153846,155.9381993,90.10784764,1.499861141,1.448198279,205,31.32307692,76.79322887,80.77560414,4716.6858,3019.169462,1059.408482,67.15397204,1.323930243,0.93485904,8958.571,2066.922846,3015.110657,3685.941374,72.09,109.7969231,53.11608165,87.8928746,1.357428929,0.798598665,127.05,75.29538462,50.1110407,48.57244777,7.9244,5.111846154,4.492557454,1.316424453,1.380830301,1.107463402,12.878,2.903538462,4.455304865,5.55041484,89.605316,96.27585077,8.418911599,1.087283528,0.457810242,0.205717589,399.97342,92.29338,155.3296092,166.5005179,2.6,2.107692308,2.491461879,2.081707687,1.56495725,1.301325543,2,0.953846154,0.8,0.397030397,48.5
5,78.67965,47.71480761,64.16471756,33.98383055,1.46270841,1.563385965,121.3276,7.998291925,39.45087525,38.3993773,745.0,1004.35,698.3352994,941.0654827,1.53933748,0.959223377,810.6,662.3934783,295.552371,337.6150787,175.4,112.5186335,152.2305959,89.20390526,1.504905418,1.569692887,205,17.3136646,72.68727537,75.16752281,3914.6858,2911.632882,880.2802937,67.2335763,1.273573595,0.902506168,8958.571,2086.193205,2928.943887,3642.496672,63.096,108.1661491,35.14367874,80.56701772,1.183052128,0.756811755,135.97,75.61102484,56.61322694,50.91451537,8.1444,5.29715528,4.627450897,1.359471547,1.389069213,1.204404379,12.878,2.932658385,4.426353515,5.653821288,94.005316,98.61668248,10.263155,1.195087393,0.576258025,0.271992704,399.97342,93.15350385,153.3968732,166.3866969,2.2,2.077639752,2.168943542,2.063961906,1.594166699,1.310283412,1,0.913043478,0.4,0.26760385,75.6
3,111.7416667,69.29866667,86.06708185,56.29615616,0.879942737,0.994017452,175.135,24.57066667,72.36418455,47.86961832,799.6666667,854.4,787.9867506,840.0186496,1.083478136,0.820244683,314.2,485.12,141.4952846,154.7546187,143.6666667,132.6666667,136.5414545,123.5225996,1.051817415,0.884599816,103,65.73333333,42.67968551,49.57239375,7860.0,5913.333333,6113.464765,4275.379668,0.920756679,0.821931564,9380.0,3356.0,4194.313611,4233.88028,103.8333333,139.2666667,81.4987095,120.0762703,0.87398636,0.599074661,164.9,105.0266667,70.67598995,67.10929063,14.16666667,15.64066667,6.672506328,6.233234713,0.516390577,0.322261123,34.27,14.082,15.48830168,16.63979025,58.06833333,58.04266667,9.991075371,3.918133075,0.510514411,0.182203923,138.795,55.49066667,58.96396644,66.64186317,5.333333333,5.866666667,5.241482788,5.839986365,1.08219553,0.836774226,2,2.933333333,0.942809042,0.498887652,12.6
2,78.4575,99.125325,75.12825134,98.52440776,0.651018697,0.114056037,45.225,94.322655,22.6125,9.174212011,734.7,712.3984,734.294716,712.3323588,0.692595599,0.186015112,48.8,647.1158,24.4,9.899426117,167.0,177.054,166.6373308,176.9930853,0.690976295,0.161168957,22,163.638,11.0,4.462856036,10122.0,12176.672,9869.213748,12132.05038,0.668278238,0.127030129,4496.0,11499.508,2248.0,912.0454881,60.0,99.1192,42.04949465,95.19302634,0.410968612,0.043981102,85.6,97.64,42.8,17.36456712,19.75,25.1883,18.83241886,25.02192971,0.647053961,0.111582591,11.9,24.0015,5.95,2.413999401,99.5,118.237,97.36529156,117.8621658,0.671770204,0.130300941,41.0,111.443,20.5,8.317140795,4.5,5.871,4.242640687,5.823806819,0.636514168,0.105619168,3,5.613,1.5,0.608571278,0.018
2,95.45319,97.8471914,95.41920792,97.8432026,0.692791194,0.129436292,5.09362,92.2728086,2.54681,0.868906481,682.9,701.042,682.6272189,701.0099652,0.692747762,0.129127619,38.6,661.226,19.3,6.584666734,190.5,183.45,190.352305,183.4330185,0.692371979,0.142918301,15,171.57,7.5,2.558808316,10035.0,11412.1,9927.487094,11398.98887,0.682452602,0.107723651,2930.0,10897.9,1465.0,499.8205578,71.05,55.493,69.09558597,55.28148877,0.665767111,0.190659273,33.1,50.237,16.55,5.646437018,24.9,23.114,24.82740421,23.10574865,0.690233105,0.15099774,3.8,21.506,1.9,0.64823144,52.5,51.09,52.47856705,51.0875274,0.692738962,0.140632678,3.0,47.85,1.5,0.511761663,5.5,5.97,5.477225575,5.967271707,0.689009238,0.117366772,1,5.67,0.5,0.170587221,12.8
4,76.5177175,56.78683758,59.31009613,35.76636861,1.197273033,0.984049497,122.90607,34.73607758,44.28945853,52.50957719,787.05,1011.5441,734.2196242,940.3001853,1.313008024,0.787447644,772.0,738.3432857,314.5059658,353.8153675,151.75,104.3817143,131.3021966,84.11501892,1.275273991,1.162160027,171,46.66542857,65.57962717,67.12718425,4434.35725,2959.966857,674.4847514,53.4075854,0.99598278,0.770989902,8958.571,1620.849429,3402.856196,3581.248425,79.6075,111.7607986,48.47726468,98.32656781,1.096671769,0.777545045,135.97,81.28584429,54.37309692,42.59411952,6.9055,3.835442857,3.479474849,1.039317594,1.088575342,0.966029212,12.878,1.744571429,4.599064117,4.658819787,112.006645,61.35318857,8.339818346,0.62970825,0.403693221,0.284181095,399.97342,57.12766857,166.7423511,138.4351703,2.25,2.263857143,2.213363839,2.225834821,1.368922361,1.049934695,1,1.099142857,0.433012702,0.44072276,40.9
3,59.09572067,53.3908648,54.20784693,49.24406998,1.019087936,1.06592146,56.646238,11.0878552,23.12747956,21.1325363,765.4666667,808.76,742.1102091,788.2203053,1.067979551,0.985493725,462.2,294.68,189.8238013,178.8681481,155.3333333,142.6,147.3280655,136.0986322,1.047358335,1.082172807,121,20.4,49.60062724,44.49089795,4453.666667,4818.4,3495.485797,3700.137819,0.861990693,0.750717961,7085.0,3037.2,3166.872941,3352.121513,64.17666667,75.706,37.73540509,53.59400143,0.794077441,0.744255111,106.97,44.094,44.06513084,39.14753816,8.613333333,8.736,4.449038213,3.956410682,0.725516946,0.602424694,16.56,6.624,6.774488091,7.414994538,42.07866667,43.4944,9.092301181,6.943764241,0.603349856,0.456323193,90.764,36.3056,37.39078822,40.81249131,3.0,3.2,2.714417617,2.885399812,0.99502699,0.900256051,3,1.6,1.414213562,1.469693846,1.415
5,69.229774,48.24729509,54.83831609,32.83096502,1.417086642,1.313864758,122.90607,21.13689509,42.21020482,44.59766499,747.52,1003.798182,702.6560934,937.6255008,1.541780964,0.927560999,772.0,706.2545455,292.201447,344.622865,160.2,106.0727273,141.9639057,86.15591846,1.520005583,1.474218991,171,27.92727273,61.04228043,65.90733289,3857.4858,2824.306727,796.6068713,59.61110431,1.19559799,0.905959957,8958.571,1628.311455,3254.944994,3625.631828,64.46,108.0978182,29.23968425,79.12598647,1.148538277,0.780348532,138.63,77.60854545,57.29689311,49.07040751,7.2324,4.455636364,4.16392152,1.198131486,1.378110416,1.187618197,12.878,2.260727273,4.165161106,5.066015599,129.605316,93.68722545,15.74458696,1.079712965,0.897101217,0.635983625,399.97342,72.71277455,153.235969,154.9190246,2.2,2.163636364,2.168943542,2.137198836,1.594166699,1.258324671,1,1.054545455,0.4,0.369945272,38.0
6,70.0632981,46.50750325,55.53814342,33.02909522,1.607153609,1.608631289,121.3276,13.12034162,40.84340704,38.29044703,717.0333333,1008.137262,676.5102532,943.8539369,1.727040109,0.975063085,810.6,705.1882129,276.9536824,339.6152668,165.8333333,110.78327,145.9033591,87.80044996,1.690546389,1.632813775,205,29.07984791,69.71708702,74.8399216,3712.238167,2756.670521,1061.071811,60.99885654,1.488540207,0.994255725,8958.571,1907.055715,2711.79869,3548.173343,59.91333333,107.71673,36.48503745,80.28247055,1.409925484,0.767696498,135.97,76.98441065,52.16826675,51.22099566,8.570333333,5.156448669,5.321272247,1.305792418,1.611433257,1.333416499,12.878,2.668646388,4.151417496,5.597891501,117.50443,94.08289331,17.29466086,1.096351314,1.020684716,0.436997584,399.97342,85.15665042,149.5656234,161.8534722,2.333333333,2.091254753,2.289428485,2.075387325,1.772139388,1.370508385,1,1.041825095,0.471404521,0.287971045,20.0
5,89.33718,50.27897644,70.56064655,33.85066138,1.444537168,1.395566291,124.90825,18.03017337,46.91766658,44.87814399,740.52,1017.492099,692.5413311,950.9967297,1.53695956,0.872638691,810.6,729.0531822,298.6430069,342.2207404,181.0,111.7893197,155.9381993,87.17375746,1.499861141,1.421461884,205,33.40160936,76.79322887,79.35812046,4716.6858,2839.543557,1059.408482,55.28526565,1.323930243,0.901254154,8958.571,1965.547884,3015.110657,3629.520603,72.09,111.1013168,53.11608165,89.33768516,1.357428929,0.75835782,127.05,79.20080468,50.1110407,48.32445677,7.9244,4.938020483,4.492557454,1.215339193,1.380830301,1.098949865,12.878,2.773957571,4.455304865,5.565123496,89.605316,91.61696186,8.418911599,0.910017417,0.457810242,0.206335601,399.97342,87.76855387,155.3296092,163.6658433,2.6,2.087783467,2.491461879,2.06890003,1.56495725,1.245362007,2,1.063643014,0.8,0.330664008,67.5
