X1,X2,X3,X4,X5,target
5.49054628813299,3.0281017090427884,3.331392485822251,4.659007634083875,4.354644878925806,1
9.785933628806797,4.707413114396662,7.961387133636925,7.700796364442379,3.898444140182395,1
4.103171614348902,3.9510436381277714,2.1807377527608214,9.720292221354521,9.258931681673925,1
6.011976354464365,3.81543275927755,9.043097822214836,7.132689266396856,4.588990739263127,2
5.421706995210863,5.857029228153197,9.209997997903534,6.184543084642743,6.989570908967471,1
1.4902456580343497,3.690511298330004,1.4398534575167743,2.5382653283318515,9.144897681723439,2
9.42705058278687,7.421387570325983,7.505616682099205,5.143489509696968,9.346622439917684,2
4.432847347916408,7.007227405083426,6.863451481949184,6.330090006075833,3.0860148184539837,2
7.23563492701586,8.864870308164704,8.143474077962678,4.855464264015373,9.300835952274987,1
7.93304548309197,7.507255837206817,2.036701553190051,9.31585620262361,4.527791090669699,0
3.4946004667632202,6.415961690868841,5.156585529541808,3.301389071872245,8.58008409829704,0
2.6534315800517523,2.9562001794743904,7.004885840632116,5.354497383720685,1.678158480431214,1
2.2279873621006976,2.0610021821956526,5.237129706247746,5.761788441254599,9.671216726452132,0
6.100320138423872,5.8351243019074674,9.4021118399627,9.4507282109766,3.3146700805173106,2
7.179398189249053,9.676164270775626,3.055778819633931,7.392333595920346,8.27823131825015,1
9.591853436716436,8.636600332480379,4.825591128203188,1.0002117176116667,1.1777297972468403,1
1.0328632049337807,6.148362608091316,4.514125774700001,1.9478586565159042,8.77989174132708,1
8.433731971366106,7.642918286754261,8.509390734099284,4.566738211359187,7.782120048246652,1
6.1528321374701225,6.583794306171484,3.613474370791663,6.329585176708723,4.932864105131364,2
5.718612485032079,5.354793968030137,5.456705152030016,9.33707013983522,3.4302519669665616,0
1.2429557175300099,5.231229553769144,4.783496136312835,5.498605956176471,1.7592056111436423,0
6.107505293883934,9.959322436231654,2.8813053207329813,3.198606039207553,9.532908024970409,2
7.364314887331087,6.373873826820194,4.49319603207748,6.754407163299463,5.474338193441103,2
1.73317399675182,3.5269735814232797,8.547372887521682,2.5279724246675617,9.223215938264124,2
6.329706987559477,1.2513458784579852,4.353622351251233,1.3472863668949322,2.1510635840342456,2
2.582791151188409,2.5897092884900474,9.044806021514757,9.16189291496306,3.1623602944418385,1
4.421083289533638,5.304209210996685,8.564802469455982,3.627004472483915,2.6051075024686847,1
4.834487052986316,9.04793682251459,6.299994872224159,4.784148477750032,4.611452418836043,0
3.8763901839057975,3.842375217498438,4.972698713306162,6.77394274234927,8.323106481591578,1
1.3860790803872531,7.516904084692175,8.1275577628071,3.249873852044133,10.007314323414143,2
6.998023954122558,8.758014470614821,3.1843032299044784,1.3664394083979206,7.435063470668889,1
9.748880462515801,1.455457983665105,9.210165062584428,7.527705328906035,9.397761125526685,2
3.4021699390706854,2.5031617655530076,4.003235721777759,3.445522360209917,5.464970002171799,0
1.9556010997694044,7.645315685360606,2.318054665832654,5.97221152015988,5.80912414805998,2
3.1659906047371655,5.167961275349214,5.311998744797784,8.219849590566316,1.1593754842252422,2
7.375960541419136,3.2034476289986253,6.982612216624425,6.552316467210552,1.437572531184447,0
7.507909418061316,4.031895794405056,5.959524411244394,7.597797824105666,2.4559254708145795,0
3.3048682695999716,2.244229873896378,2.2477406790110583,9.42707283448995,9.802808606826842,2
2.306560711883573,2.72044218084799,1.8582457353934188,1.621796426803864,7.958263981265371,0
2.9496570416521437,5.309200145419382,1.8987402501960289,4.002936049079566,9.86126849164304,1
8.90067320946045,8.753745350194565,4.40541204584913,7.301322488556854,1.344772447371241,0
5.411337116533399,2.1700438272938487,7.504771241765836,4.876183396520554,3.7995733582065068,0
7.886768633442778,3.4968932542077944,5.444358634144188,0.9289423776114424,1.1344634715166686,0
6.119690778070739,4.2006003337147115,4.48242817219685,4.187191223168574,3.849217853332355,2
2.630058575129043,9.848595416348239,7.799321707561808,9.572776030575397,5.728896644656974,1
3.122673650231199,5.494196034773218,6.1871237498445,5.479613197372394,4.798025601981041,1
3.196205241465801,1.4792564856409476,6.743303057928053,3.206868845747611,2.6937538194882475,1
5.575634575068224,4.33949610752435,9.148682568929587,1.6392190942153289,4.473975413080792,0
5.610963782234707,6.210365537463724,8.105899551742,8.959364669234803,5.26948127514538,0
1.8046100334557853,7.589250069856084,5.267173829601378,7.2400498159202336,4.164293570115091,2
2.7742951129020685,4.1074016491847845,5.845922880656285,9.754052254952217,8.897390951120304,2
7.387444571914295,8.799697712319343,3.1905466590135423,8.172155069087745,7.588937951980111,1
2.6385118358643753,2.2990335607010484,4.2842690167780715,4.176909268792542,2.1094428013523805,1
2.5474123511638407,6.807008267550787,9.531664221632312,3.2240869316010685,2.0517797272556413,0
8.284582487018339,5.3730974833420415,6.51927635063113,8.942144390562293,4.5705152005288765,2
2.0527066817836723,3.9491873464245124,1.118318612458665,6.220231906038149,6.294719681266565,2
7.260611807588104,6.976961714386314,3.2934820372941833,6.157099810359926,2.7942377337655353,0
7.01743715811894,6.85149241675138,2.8622748406631,1.253073487077617,8.085739502908742,0
1.1479540951557363,6.74169507651953,8.021527802784217,6.76038314789214,8.623421202126883,0
6.54659184634032,3.605632474321414,4.812090105317554,2.383194872836029,8.35868958161522,1
5.090010208775323,4.643673125252389,6.2660670567503916,8.045651459470253,9.498934941614177,1
3.8963455239698264,3.108174905609563,7.4716069255969435,8.664968380119998,1.1196304257431442,0
3.260382749401698,4.453785189488719,3.1546111119931433,5.22088981837662,8.729668349670652,0
6.321573617021708,2.0259596905615496,4.709859517553668,9.361663333555013,3.323784670562318,1
2.289851080339536,3.079574589510719,9.26767574000322,4.057293955800129,2.5180284733293483,2
3.747169999104003,5.996545732247965,5.050319639229446,6.373698493840896,5.973161677636964,1
7.2617531605771255,8.303253936299742,8.749516697084536,3.32738706377275,8.620720650531927,2
3.606626878430787,3.390374882919788,9.278160631506662,5.186130833754985,6.663000459137031,2
3.976420663430579,8.832143587964698,10.02590048405477,8.219417826835945,4.186837033820219,1
2.818449813705315,8.20557556879137,2.867841069716359,7.57014293304792,8.125293767969547,0
1.3015596744524425,3.11254099857784,3.5845916890944785,2.417491716335462,6.16603788072668,0
4.237309605058659,3.804646571027063,8.871461075049266,3.6379166723135636,5.498529891959948,0
1.4814217600674606,1.3420886839989652,6.263724981731002,2.8795985090859024,4.0711869039485205,1
2.906209092492593,3.6669875949565163,9.583862604765393,8.607225780066754,7.405788726665674,2
6.173629608276551,8.483958177780213,5.9120193340909335,8.88636816669951,7.475001509196449,0
2.667625688509829,7.659816640565567,6.946090321385048,4.916345980521361,4.028992899683685,1
6.94639531277026,3.328316488705743,3.99940500493381,4.540131706507438,7.42743298443252,1
5.6984140464690105,9.221423677501686,9.47274479882705,4.249035661785676,6.307266205241727,2
9.575731857338342,6.277970445788697,8.334686180877572,2.3421983655129597,5.624521939531365,2
7.424539450023884,7.2854024591819355,2.913574085943069,1.5285864958051958,9.08663365825017,0
3.3423852113464183,9.439064458768515,3.9443292015292775,3.485213121644794,4.595022245589367,0
7.862884935435427,2.239350532823828,6.379549669020246,8.747384147586533,3.415258335709541,0
1.7166985205525305,5.021347710743849,3.6777608106549122,5.01073050427565,3.041503187013662,0
1.7346899047495188,3.125672308616037,4.272991273446134,5.944837104904623,7.6429512670563,2
9.671182214552323,7.92414690334918,4.822159510307096,1.5433223929819129,9.214972806478212,0
4.367692168840565,1.9216537950251675,6.469151110465881,3.880955739747943,1.8451005952691206,2
8.32119696605849,6.1519377560315665,2.3449731831141123,2.9339846982073072,7.0407768497066145,2
8.027268873408197,2.888772441774409,4.527122790445645,6.712235464871833,1.585632296949571,2
4.94243238551115,7.024592178945858,7.43534895474471,2.1610557994592847,1.8358770099100086,2
7.265203561032804,6.41589422828224,1.5951939171926084,4.424418848244206,6.353603195391995,2
6.644250766657377,1.3013571915456417,3.595060189165511,1.421309417064503,5.181805602146614,0
8.991316841039612,5.619949877985628,8.618810989527274,4.774882036955274,6.600920329156951,1
1.7253277803683444,4.183948416437465,1.444992721602782,6.3533158544000665,6.118656509326018,1
9.012036577847871,5.414062393369852,1.7850290365301107,9.106134607561087,3.1484563023361734,2
7.437333680362127,8.35181926263062,7.429906299685268,9.01915337479855,2.9853382808069573,0
2.764808479034964,3.674262540095224,3.2449673522070728,8.749325557464852,4.455155824293332,1
4.509164373162708,4.424079246385071,9.58068626137997,1.591593474876842,3.1132094813552578,1
1.2628622465666093,8.787163709241533,5.890116267306857,2.487792832628004,4.937071929939562,0
5.545134287466636,5.0044398775340095,0.9193890154109681,9.931559895151327,9.796632630006709,0
5.103678461698574,6.356289302192978,1.2636654000281655,6.7050154328575555,8.709921166629435,1
