X1,X2,X3,X4,X5,target
1.905587225635398,9.60933109399947,5.394642805594316,3.1048660048970365,5.79807374237146,1
3.5739952654550233,8.639514562608886,1.4184534287947153,1.8542762977144132,8.137609033072945,2
1.3114506359626956,8.005862530650475,1.0235243086929355,6.496624791857554,8.427224848644968,0
9.025933474712804,9.866984798518025,5.509798600367227,4.085270043418783,8.76218239911395,0
4.598183390241642,6.827954579300094,1.1339273043113656,8.199337151254747,4.84526367337516,2
5.966322294139068,8.117765799260109,4.501437046793632,9.205324555847193,6.970454185041933,0
7.596383554064817,7.783310681549961,4.150494835330292,1.2260095215103939,4.20717904792074,0
3.8140676200042596,9.304666268116314,3.432835968805766,2.962469624585168,9.113397674707976,0
8.067726951049362,4.953545349775441,9.367794442240019,7.365525966713888,1.6770691216814084,1
4.043964970894747,8.57914573880149,6.717945075979856,6.71260965906415,8.15239611955874,0
6.788045855963028,3.432270096864809,4.480766692696977,4.097067118321799,2.587040896429997,0
3.2319189247217137,7.1308539592066955,8.525479445812705,2.9304877054746026,8.090049119334749,1
8.39345884662665,5.902015435714678,4.4040028574099495,2.945694364921124,2.7268239864263863,1
3.980977499595918,1.7005496854107824,2.6988004577006377,9.234993409264886,6.582402665528513,2
1.146885186885407,3.282742218144477,7.597198332993266,9.359788037756427,4.651672399863692,2
7.449266857076595,8.28423074042388,1.2337368958995385,8.39114401475892,5.125826062420077,0
3.5869840541260114,6.113166038561805,1.4514434011872595,2.5390546963234484,5.8339732162898486,0
6.193921623288639,2.976867022191469,7.8128702530372225,7.875771382630296,4.309889957725324,0
6.417983961761267,9.882043169967288,3.4998480557100047,6.601181290964924,3.8244905731853764,0
9.252178724027269,5.088804249905063,8.713032629133576,2.6363351011745215,3.536005900897012,1
3.559157201088719,6.278541344478116,5.425386014678898,7.6586032963425925,1.6009092310682134,1
9.393105667373645,3.488488423788325,5.864374232037348,5.727551540283869,5.438619791209325,1
9.639970028836728,6.6705386214670686,4.7573974626954385,5.119607118641749,3.1696021833361154,2
9.727758561395294,7.777124078147394,3.4911891533269737,3.6150490615551276,7.484303681103722,2
5.510106503447925,1.4088566569708176,5.569937280107476,4.24756189115548,7.770155072450658,2
7.4368523371223665,1.6304220688950715,8.736341416162396,1.3939136173052147,6.913413888202948,1
1.5139160962629086,7.387530548213129,4.200479704495808,2.9277732263182377,8.02071228219506,0
9.896946147282149,6.359099142015706,5.307202656495896,5.5372048526870765,1.3272769723030897,2
1.5346573493011906,3.0280454901969294,2.0760115416452276,4.64844383201351,2.770155851054275,2
6.218286410731565,5.838639306566381,1.5980993592553234,7.6928466352988965,0.9907736306214152,1
8.51843862623765,6.435865080494104,9.289503078928123,2.8208191322278573,2.7913734603115326,2
1.681472084508174,4.126264374981293,6.3255220722625465,1.586867312016849,2.986216552738278,2
5.0943045964708915,7.25926087470923,5.453298864505035,5.521722098375408,4.624441148180838,0
1.7846157540506224,6.6479266326175885,5.7234602376677195,3.2420851720369885,8.4327720374449,0
3.0168717316193616,9.155308903285452,9.595927190577449,5.47992517635144,7.146417918193937,2
8.0805021721303,3.8976056141901583,3.0994546570481387,1.28545835893165,2.9070309922634947,2
7.471148271648649,9.761946734024283,7.1307266070861814,1.2537063437955622,8.220515696203035,2
