X1,X2,X3,X4,X5,target
1.185927642768758,5.315318902865085,5.487298568268854,2.1989954046032643,2.357172984787461,2
3.0162921565780327,4.859992528095967,3.1206280984271726,1.8547910640137024,3.9760405728469754,1
2.490988693854433,8.864753077973127,9.61994870998941,1.3301634517289822,7.337810269587619,2
6.209904822827017,9.053896906968092,7.091754734568564,5.95409537561789,7.134113682504321,1
4.377098616415817,7.167516010185944,8.406030970471996,5.137800588365484,9.511465409561335,1
8.171948194863816,9.933248818761431,2.567614475504466,5.527489462279651,9.495920375739585,1
6.77534425977682,8.806783048479783,9.888048584956408,2.526365022803283,3.157551517428821,1
9.086750018423643,9.035556526568163,7.881573826837949,3.9242302470377552,5.151474832892455,1
6.453760289817023,5.335241717070549,5.179684573396813,5.005330091919302,8.819266373209317,0
2.826168069295005,7.106332207950287,7.289709445903871,9.467690491881813,1.5487452505602477,2
6.9071365034499115,6.786427685706705,5.21962071483755,1.4719487848996526,1.5701912927789126,1
2.6306284668228743,8.079059984043662,2.6008444813687635,2.2166927266586978,4.1820270186128266,1
5.4050102601620695,7.185879372372274,8.268100100106825,3.6189743213509153,9.091272775086786,2
1.0449702739235143,4.3460083770847495,2.7501045097675085,4.20388419048702,4.887270108459129,1
5.6773943646699925,4.618631813565287,2.970689356479797,3.161269508705293,3.2333317378950763,0
7.662351531782194,4.741071047162002,6.285265992068125,5.372292150349195,5.046245932886769,0
7.567799627641954,5.969705939093971,3.7118326301663864,9.719675364383383,2.962061001210923,2
2.237237669531802,6.501454620371523,5.490302588237612,2.7194725177230215,1.9671057600193376,1
5.83222905447337,3.3519382540682976,1.928723625402547,5.33932580962257,6.587764328077415,1
1.4392419695029834,5.43034014898788,1.7456591400056738,8.27900441410475,7.901719315793252,0
3.3584363404490993,1.8643898739904474,9.250364494645842,5.372777616928994,2.2779193621619376,0
2.011247649501121,8.709159838213338,5.997449175185137,3.4082694183107423,6.433541508342066,1
3.864969812607104,8.163120990414118,5.481220339394779,9.941103254918712,5.720197488724831,1
8.867392413431679,3.245544243857117,5.688249261463815,5.62213474948679,8.316595007461947,0
1.5767895386090307,8.414459821617434,8.221292597694658,4.702444075471797,1.48025152194658,2
8.062009231011027,7.067889249422124,9.2219645343548,6.043659043968602,9.449618283265202,0
3.8974618467964532,3.9302107894984495,7.581277938697527,7.181315955384223,7.526758620029604,2
9.064315477694723,7.366340687310437,7.187937165030415,8.570169502539903,6.8815601477963275,2
3.6395545625697197,8.440446434855195,3.2210365779555317,7.263779752809802,5.614538217430212,0
4.4819260020741325,2.601474467967165,9.021663566903774,1.6134609553940313,8.308905655885544,2
7.223844560244471,5.158660118370397,7.076676106480443,3.3119799102749,8.650773939674295,0
2.4872327038107866,6.072280765692781,5.108760172785387,7.063782547538462,5.440813016438031,2
9.582946189670889,8.741088489742147,9.057010274425988,1.4085543284447675,2.32244272821101,0
5.181996403652961,7.632603133554396,4.39429053289493,6.043858967618205,1.3860761465275153,1
6.913525744250274,7.014865567181015,4.466122359012115,2.0516784852890146,4.496374093828861,0
7.522099712271425,6.074191795740676,8.829145505322664,6.349586453174598,2.504827593998638,1
6.24820279680836,1.6060893500448679,7.689826420002803,2.9632529193902726,9.223673160043754,2
5.252710023407094,5.1731853211883,2.2946181780673296,8.202034767102063,9.133668666331145,1
7.485755866619782,6.950263908322233,7.430976647434352,7.751850779901263,7.5161869785749555,2
2.440430104178806,6.73606782261614,9.147541276808157,1.2819357977234664,2.8142301408133474,2
7.807265022341331,1.305351420463826,3.5811619103674617,8.664213079589862,4.393976068496773,0
9.246567499805195,3.751834257223344,4.336365331374579,1.782039445695205,8.383919903498047,2
9.383689690399846,2.8266183633801587,3.637773756426047,7.136359535186682,1.6431951698515572,0
1.3192374195631704,4.031003049200836,4.514899292158898,5.962636819364441,6.063983837597241,2
3.9811384217854915,4.82052489181674,3.418903376501092,2.6064862041171075,8.072995695539086,2
2.4326036383279126,5.111124702666002,2.200687741317027,8.482767488614394,8.74848502712494,1
1.9311302221893583,7.561109899186226,9.553371503705144,4.3714425270794495,7.9977110552523465,0
9.263092014213186,0.9725308820911124,3.466740656784494,1.2741497898583407,2.676536226036603,1
0.9518867986501451,1.5582836615822637,7.047749507707658,3.79229614970899,8.506813544105906,1
3.8585226889154742,9.26295057064334,2.258161910474907,5.916230754328757,3.8026484580357343,1
8.359297890211932,4.071355784707447,1.9985391138618365,5.06192176045013,3.4149168901518427,2
7.659479302849797,7.591617876482758,0.9721901372818345,1.1345030434289582,9.252867718555388,2
3.922587555316496,3.494413447833116,3.384921321494712,3.08752371341995,7.994488041727512,1
3.5356299417497454,7.350214322758808,6.888986780846916,5.963450022772573,7.216343213202085,0
2.5104232846363645,5.137795220608529,5.468337493254626,1.2329982287785946,2.9970280059786933,0
9.29589866600051,6.829350801008294,9.804434415637099,4.411476441051447,7.915102458029438,1
6.371886238135807,6.454886977822302,1.9424671703147356,2.9798792065138677,1.4921162814028057,0
5.404043042757708,3.8150281171292977,2.9180579694629754,4.431771434803755,5.8073419229513235,1
7.457762274507222,6.3382329733232154,6.761042516393087,6.382704273118377,4.412216382113505,0
3.9245037161655176,6.020493314788029,7.707150455127897,9.18894028414774,8.44392559026207,0
5.849750125007044,8.321465862162748,1.276636913569618,8.32854058274433,2.802777279588613,1
7.150730291876839,8.48305787630298,3.930710443360944,4.743572387878497,9.87716440058737,2
3.4072093530573895,7.752187139322292,4.473914773115886,3.9953703988931304,8.004412086326138,0
5.02988631584526,7.399070493774263,3.1127005000629735,8.444665080011745,7.278395965014427,2
5.591544294883005,8.275665607545363,9.415712453070372,8.1426541076978,3.757764756751363,2
7.399490690890921,6.590951946834151,8.544790672882403,4.524898626114829,5.000504180904227,2
1.8070860769640984,2.994064596317207,5.778223218042648,5.921309679832955,7.327486528219265,0
3.7639539577459207,2.1213408337804585,2.664391502841184,4.772893673001177,2.754335633793714,0
1.9795007031348797,7.692198862240892,9.086724710791296,1.6415320588911526,1.3300114358198545,1
3.7613116530916906,6.085445452533651,9.464946450371928,6.123872492989744,7.217172465741167,2
6.966422496479089,9.632783807915963,8.61878875721417,4.273433045580931,8.402650653225871,0
3.4053824158158243,9.973208512037477,4.759536302069,5.814164345193543,6.842723230273842,0
3.9820160662047224,8.91187660419144,10.053293373789543,6.035556068381184,3.046435895084035,0
3.499347024482276,8.424900960167784,6.0030224156616505,5.9501953364154225,2.379748608378536,0
7.671965733787967,2.328504847093651,2.6241352757720673,6.214372623935928,6.53143242229956,2
2.682534148884101,9.454941155707626,7.312454325377501,8.317490466719288,8.048183713952952,1
