Time_Step,Original_Tank1_Reading,KalmanFilter_Tank1_Estimate,ParticleFilter_Tank1_Estimate,Original_Tank2_Reading,KalmanFilter_Tank2_Estimate,ParticleFilter_Tank2_Estimate,Original_Tank3_Reading,KalmanFilter_Tank3_Estimate,ParticleFilter_Tank3_Estimate,Original_Tank4_Reading,KalmanFilter_Tank4_Estimate,ParticleFilter_Tank4_Estimate
0,12.4,23.89440590385693,0.968860554517882,12.7,23.954596190808655,0.9878980029817386,1.8,-19.732306610428918,0.508430398302273,1.4,-20.024134667277576,0.46066070765626577
1,12.4049276607877,11.993035660601524,1.069730352184638,12.7006179755586,12.360685815286454,1.160211320711118,1.79288086002456,0.8460941911970716,0.7417827239776591,1.40030107514678,0.7021277494531664,0.36949158708066915
2,12.4094784508565,12.468175367103779,1.2543147819795815,12.7012391479384,12.746210748716912,1.3246928835164624,1.78606001174149,0.0862797478429844,0.7228033148194466,1.40059211264642,0.05610730691330679,0.31393612811475696
3,12.4136703362217,12.452584417954274,1.489290742781443,12.7018631462449,12.73390871333723,1.4409025174929013,1.77952551277183,0.11823205745668372,0.6807802702163777,1.40087344817312,0.07768307976139754,0.2539955847161202
4,12.4175205589335,12.45723036968938,1.7301845382121874,12.7024896149848,12.7349630351984,1.631194319911454,1.77326585502254,0.11688955818594804,0.7751574490476928,1.40114540610822,0.0769635562361979,0.2532561405622981
5,12.4210456614665,12.460693705538416,1.9311659245844504,12.70311821351,12.735574182636807,1.8794972369556255,1.76726995228803,0.11693945598123975,0.11547266612947986,1.40140829992449,0.07698682693089107,0.23985236263057122
6,12.4242615105808,12.463886033108853,2.09930581759818,12.7037486154828,12.736201961654716,2.115716980091177,1.76152712794201,0.11693167967655844,0.0917880398788491,1.40166243255719,0.0769853464567205,0.21933354884214806
7,12.4271833206459,12.466784998016088,2.3033910069368857,12.7043805083587,12.73683072807634,2.346045299307791,1.75602710274206,0.11692683498048687,0.14429273361659437,1.4019080967621,0.07698468899459732,0.18433680389855067
8,12.4298256764185,12.469406644065172,2.4616182571644636,12.7050135928873,12.73746069510012,2.572624127037932,1.75075998276746,0.11692236198453404,0.22378315789577766,1.40214557546122,0.07698400277588426,0.1354726883685732
9,12.4322025552702,12.471764780439404,2.6069025358569458,12.705647582632,12.738091560750853,2.7276970905104756,1.74571624750875,0.11691834300595594,0.2296546292409743,1.40237514207649,0.0769833165010428,0.16330551233654464
10,12.4343273488581,12.473872703106432,2.853796210226463,12.7062822035049,12.738723052928366,2.826278175629284,1.7408867381257,0.11691475091810871,0.19452096140063282,1.40259706085189,0.07698262952045933,0.21489975192119654
11,12.4362128842387,12.475743144702182,3.0074630157605,12.7069171933192,12.739354910786323,3.0233243566586756,1.73626264588845,0.1169115641690538,0.20145672390221203,1.40281158716449,0.0769819421491177,0.2898201866090165
12,12.4378714444216,12.477388297908139,3.200075939813991,12.7075523013568,12.73998688490763,3.1078993427770762,1.73183550081497,0.11690876193592226,0.2750234138942558,1.40301896782473,0.0769812546570317,0.35817661379793825
13,12.4393147883638,12.478819835176882,3.3281539316426882,12.7081872879512,12.740618736869312,3.261327317628525,1.72759716051638,0.11690632429216817,0.32638680786239005,1.40321944136636,0.07698056730334914,0.3700788801288801
14,12.4405541704063,12.480048928033364,3.5295038005442367,12.7088219240851,12.741250238842847,3.4105806138246737,1.72353979925996,0.11690423216620333,0.38329190541171615,1.40341323832638,0.07697988033566591,0.4154727399460285
15,12.4416003591551,12.481086265819012,3.639416593632288,12.7094559910016,12.741881173207334,3.6498494537347845,1.71965589725844,0.11690246730973719,0.5544571691494964,1.40360058151538,0.07697919399048371,0.44827302764201354
16,12.4424636558113,12.48194207388911,3.804498842584232,12.7100892798295,12.742511332176734,3.810750004092825,1.71593823019271,0.1169010122666855,0.6481992207357185,1.40378168627857,0.07697850849361404,0.4770408039744732
17,12.4431539119536,12.482626131266397,3.9750832586275164,12.7107215912221,12.743140517440503,4.00667716156158,1.71237985897376,0.11689985034302287,0.6948991934289782,1.40395676074787,0.07697782406056879,0.5112784020280595
18,12.4436805467803,12.483147787758037,4.10336526241472,12.7113527350072,12.743768539815408,4.2293781310211,1.7089741197486,0.11689896557755179,0.7064027502209641,1.40412600608537,0.0769771408969389,0.579625675890995
19,12.4440525638166,12.48351598054165,4.31954098601478,12.711982529851,12.74439521891114,4.354128669763255,1.7057146141537,0.11689834271357889,0.7168429798397246,1.40428961671842,0.07697645919875763,0.6563527498716499
20,12.4442785670945,12.483739250227714,4.4743754478970414,12.7126108029329,12.745020382806793,4.4920933319583,1.70259519981852,0.11689796717148555,0.7852910805838585,1.40444778056667,0.07697577915285235,0.7698421432942699
21,12.4443667768135,12.483825756406482,4.641280878666729,12.7132373896315,12.745643867738465,4.6189432066636575,1.69960998112078,0.11689782502217945,0.8077925702994389,1.40460067926143,0.07697510093718414,0.8222189457628576
22,12.4443250444912,12.483783292688402,4.846356877018969,12.713862133222,12.746265517798223,4.827669212384407,1.69675330019426,0.11689790296141103,0.8786049673883158,1.40474848835746,0.07697442472117491,0.9232213726750467
23,12.444160867612,12.483619301246266,4.978254183311913,12.7144848845845,12.7468851846439,4.967477541679197,1.69401972818907,0.1168981882849415,0.9125733629054454,1.40489137753756,0.07697375066602294,0.9249642109064833
24,12.4438814037838,12.483340886868838,5.143556593729735,12.7151055019214,12.747502727217936,5.158892340291376,1.69140405678369,0.116898668864545,0.9956371041903418,1.40502951081018,0.07697307892500847,0.9627780021489348
25,12.4434934844137,12.482954830536988,5.296329567199874,12.7157238504858,12.748118011477178,5.396966240737057,1.68890128994741,0.11689933312482664,1.0297143978833074,1.40516304670033,0.07697240964378743,0.978770938442715
26,12.4430036279114,12.482467602530852,5.425886865601138,12.7163398023188,12.748730910131535,5.541873178485583,1.6865066359512,0.11690017002084156,1.0391109138023509,1.40529213843394,0.0769717429606755,0.9283016181404179
