number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
1,132.9054519,132.9054519,132.9054519,132.9054519,0.0,0.0,0.0,0.0,0.0,0.0,375.5,375.5,375.5,375.5,0.0,0.0,0.0,0.0,0.0,0.0,298.0,298.0,298.0,298.0,0.0,0.0,0,0.0,0.0,0.0,1879.0,1879.0,1879.0,1879.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.09,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.5
5,83.79638,52.87659,46.46933888,30.49021172,1.203539559,1.340291568,164.1558,17.56268333,71.57725118,55.01610291,740.42,784.8833333,714.3662436,769.3199325,1.573258858,1.388847126,572.7,241.0833333,202.2889458,158.6964442,149.6,127.2833333,133.8551179,116.7247699,1.508893699,1.45475902,161,38.81666667,65.46938216,53.75595833,6404.0,5655.666667,5296.341483,4616.47455,1.455388224,1.317180609,7581.0,2592.666667,3329.27818,3271.942347,80.02,81.71666667,66.69021054,65.91101969,1.439452064,1.270327167,127.2,35.25833333,47.14901484,48.46082324,41.06,42.295,29.42298172,31.92320708,1.291742401,1.204642633,93.9,16.4,34.63648943,31.92419367,57.0,64.75,36.00884339,46.72237067,1.224264559,1.1293175,129.0,29.53333333,50.48167985,45.8732402,3.0,2.833333333,2.930156052,2.749459274,1.586784708,1.462380658,2,0.85,0.632455532,0.687184271,2.0
4,24.73257607,16.87408571,12.15789096,7.219873276,0.989082211,0.972535164,57.925255,7.777976657,21.28289473,18.35319484,969.525,1197.405249,896.8388523,1162.142981,1.315322907,1.003322487,817.5,575.2383978,355.0209034,246.0595968,110.75,70.82872928,92.58242968,62.21564491,1.224929741,1.33741369,142,12.9558011,61.75506052,43.91671491,2467.379725,1275.423956,32.43503128,2.402474168,0.32236685,0.158492714,8899.9101,1229.249483,3734.808403,3059.069514,84.075,103.1895028,78.24611361,96.75389115,1.309909948,0.945401512,88.2,62.40165746,34.46682282,36.27201866,4.895,2.661243094,1.511363341,0.627519215,0.577069953,0.606249822,15.978,2.136381215,6.590078679,5.442255235,60.05177,20.46367597,2.862793712,0.246562816,0.685882888,0.652751998,139.97342,13.8000395,61.593776,43.39248145,2.0,1.870165746,1.681792831,1.660990934,1.213007566,1.119874885,3,0.864640884,1.224744871,0.970415685,2.65
3,94.91885,47.27133878,58.11829831,28.00837456,0.779465856,0.832532411,171.8293,25.55091837,70.27775471,46.1938795,823.6,900.0387755,801.1790888,869.0446785,1.070871476,0.704714596,470.3,611.1408163,195.745464,225.5132557,157.3333333,125.4081633,139.9552918,106.8067153,1.002296989,0.833773414,145,70.0,64.34455861,70.42695401,8660.666667,3766.040816,5794.469163,3169.275327,0.737461961,1.056515225,16990.0,857.0612245,7542.047526,3363.226718,88.86666667,106.6653061,72.88105318,83.76092374,0.926535837,0.473889114,124.3,88.70204082,51.12248907,59.43106983,50.46666667,67.75918367,34.73127539,44.41074127,0.787123418,0.332766302,93.6,60.71428571,39.74630661,45.07142594,109.0,96.04081633,73.96199656,65.04258377,0.856992892,0.494938691,153.0,76.6122449,66.19667665,60.51377282,4.333333333,3.714285714,4.160167646,3.658908316,1.057905425,0.82686119,3,2.12244898,1.247219129,0.670059394,14.5
5,59.626788,74.16906405,25.19140595,55.16985219,1.182248749,1.161624458,149.35206,37.58244045,52.5742661,48.94939064,973.96,889.6115,922.4677565,844.8099308,1.558655394,1.385494212,773.0,308.592,304.6257218,283.5889052,121.8,139.0375,101.4903389,119.4770995,1.442446017,1.269043336,190,59.1025,70.58725097,68.86480301,4191.10378,5238.847207,133.6213379,812.6345878,1.090502528,1.090434499,7873.9101,1968.499326,3493.945093,3125.817323,73.0,72.1635,59.4978533,56.00905199,1.443471418,1.220883352,125.3,33.999,41.10980418,45.55418277,10.156,12.55802,3.318585344,5.21836915,1.057179528,1.009835387,27.478,6.920815,10.14513645,9.990266277,28.441416,35.5077994,3.008254161,6.166138465,0.9228408,0.914615633,78.97342,19.74864625,31.19443081,31.09174484,2.8,3.2425,2.459509486,3.064099771,1.494403211,1.34295656,4,1.2425,1.326649916,1.101677698,0.2
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522,794.0,1003.623077,741.6293489,937.5591924,1.315004308,0.890516212,810.6,659.7153846,311.7434923,342.3960014,164.5,114.5384615,139.0005138,89.68519077,1.256700567,1.339742693,205,22.61538462,77.52580216,79.23539942,4235.85725,2952.461769,669.5565878,66.34216896,1.015407123,0.812798146,8958.571,2066.922846,3194.938946,3639.129247,77.2375,109.1692308,53.52796465,86.5393773,1.105182174,0.762761032,127.05,74.35384615,54.83075523,49.44571436,8.1805,5.250307692,4.035568999,1.33691978,1.112098197,1.042927359,12.878,2.903538462,4.948155288,5.648556567,108.756645,96.39892769,7.55238461,1.096295409,0.336261916,0.203148214,399.97342,92.29338,168.3010468,166.4403826,2.25,2.076923077,2.213363839,2.063362233,1.368922361,1.201823024,1,0.846153846,0.433012702,0.266469355,86.6
3,120.376,123.0624085,120.2585563,122.9757341,1.097630729,0.800592187,12.782,60.66202314,5.349551258,4.612581777,711.7333333,784.4765594,700.2771667,779.2549664,1.082606151,0.7735594,311.0,420.001006,126.9897984,88.77206356,141.3333333,134.2711268,140.6476793,133.7812646,1.093831084,0.821351285,33,62.82645875,13.71941042,11.49194589,6953.333333,6771.770624,6934.361012,6750.618112,1.095932539,0.814802518,1070.0,3184.336016,504.4028372,534.9902533,110.3,148.0945674,85.9095671,139.1157984,0.901302507,0.678271921,161.3,95.49577465,65.85899078,45.8419605,9.253333333,12.16693159,7.364069799,10.84140619,0.889795087,0.626614135,14.24,8.70278672,6.027853865,5.402754983,50.66666667,35.26710262,25.44895595,14.13249806,0.771504069,0.430571621,79.0,29.73289738,34.25719714,32.56208409,4.333333333,4.975352113,4.160167646,4.861871208,1.057905425,0.744857453,3,2.926056338,1.247219129,1.044722353,1.8
7,98.40054286,87.930038,72.07852957,68.28471935,1.681762072,1.539396489,192.981,33.371484,72.38597885,63.77457246,788.6285714,723.7228,758.2756863,700.225787,1.904011508,1.679433281,764.1,221.8492,239.2123666,211.4035894,149.2857143,159.937,137.404206,149.4614559,1.881226559,1.567211908,171,43.658,49.64362795,47.92781062,5914.489857,5540.7229,1701.754193,2107.624529,1.628349887,1.307015941,11338.571,2678.8971,4139.638876,3958.158151,57.65714286,68.4776,21.60521589,31.25513244,1.415788536,1.205429511,141.0,35.8486,55.29731968,55.49689089,7.554571429,9.18925,4.979670657,6.754671745,1.765615343,1.396709774,12.878,3.90955,3.866992883,3.7728055,114.0037971,169.402658,22.00791489,39.61205232,1.298659846,0.800126394,399.97342,119.597342,134.1299691,165.7147535,2.714285714,2.56,2.516997901,2.380902422,1.864236936,1.661314932,3,0.798,1.160576915,1.13419575,98.5
6,42.99502821,40.84733297,37.20851578,34.86718011,1.658085922,1.62606863,63.9046,10.42958132,22.28220594,22.04302629,923.3333333,988.3942857,861.7443694,931.1886483,1.727256673,1.577010451,817.5,353.9314286,325.5609706,318.0782028,125.0,114.4,111.3405219,98.9364559,1.688607623,1.597131396,146,38.97142857,55.36545253,58.4437214,2433.773833,2144.496,240.3207626,121.1354751,1.050178437,1.019706625,8958.571,1279.591714,3104.190875,2980.635837,166.195,157.767,86.20463365,71.12220112,1.445792456,1.407773143,346.63,49.13157143,129.8155863,125.8440042,5.577,5.406,3.259159214,2.500777688,1.475704227,1.363299548,12.878,2.010571429,4.254670179,4.424387544,123.3592467,111.7402943,2.612506474,1.405737957,1.003056116,0.864259585,399.9911,57.14158571,146.2275583,144.6566192,2.833333333,2.814285714,2.418271175,2.522469103,1.641844979,1.618918354,4,0.671428571,1.572330189,1.396862373,23.5
3,31.71501287,31.71501287,31.1997876,31.1997876,1.081742169,1.081742169,13.0964614,4.365487133,5.930674388,5.930674388,650.8666667,650.8666667,644.2478828,644.2478828,1.0881231,1.0881231,208.8,69.6,95.68341317,95.68341317,141.0,141.0,136.4590171,136.4590171,1.064717047,1.064717047,83,27.66666667,37.58545818,37.58545818,2193.333333,2193.333333,2136.406027,2136.406027,1.073708303,1.073708303,1150.0,383.3333333,479.3282336,479.3282336,60.99,60.99,28.44065954,28.44065954,0.648224219,0.648224219,131.23,43.74333333,54.90490749,54.90490749,23.14666667,23.14666667,16.61556531,16.61556531,0.780471403,0.780471403,41.66,13.88666667,19.1499092,19.1499092,195.0,195.0,191.7474979,191.7474979,1.082276184,1.082276184,85.0,28.33333333,34.88074923,34.88074923,3.0,3.0,2.884499141,2.884499141,1.060856947,1.060856947,2,0.666666667,0.816496581,0.816496581,7.9
