number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
7,109.7712707,88.45729955,84.01964148,74.44331933,1.741880932,1.763055211,188.3839,23.51405455,67.57421742,49.60161067,780.3714286,717.6754545,739.733867,689.3756223,1.890579297,1.787304396,810.6,179.3181818,268.2913433,222.9915099,163.4285714,172.5909091,148.1123141,159.8795915,1.869008082,1.67519379,205,41.63636364,59.78259934,57.00849944,7055.061286,6296.057182,2080.475084,2806.241044,1.660127917,1.565756569,13532.571,2427.142818,4688.938805,3740.077812,53.11142857,57.89090909,23.08101948,33.22340794,1.424037244,1.383102934,141.0,21.75909091,53.31793652,48.43905627,7.430285714,10.059,4.33996563,7.103246439,1.650465494,1.402145892,15.978,4.398,5.325402244,5.112304435,86.76094,112.7924164,15.8896036,32.74784487,1.095364255,0.9985984,399.97342,72.72485636,131.4977815,139.6933156,2.428571429,2.609090909,2.339861626,2.479333182,1.905420043,1.646364735,2,1.036363636,0.728431359,0.885185697,71.0
4,49.019775,42.5639332,36.27595627,35.86562603,1.132514366,0.594459033,89.0593,34.8965132,34.58069071,20.39115396,817.375,806.2682,804.3552946,795.8609468,1.369332842,1.005580172,375.4,438.827,155.2938726,139.7214406,134.75,131.858,126.6958148,126.3440486,1.33371136,0.846256803,111,88.746,41.13620668,32.49359685,6319.0,6151.324,4561.178093,4886.354217,1.11723197,0.500991622,10632.0,5302.244,4493.84479,3397.891864,93.3,99.4586,40.60998344,50.86510743,1.104143052,0.654524311,153.9,67.6674,56.52862107,51.60416714,39.15,33.077,25.20824032,21.56788642,0.967781584,0.816633642,96.3,20.9486,38.49068069,36.11486357,127.75,114.658,125.0597811,111.1001688,1.365831481,1.067069217,69.0,54.178,25.49877448,29.56993466,3.5,2.408,3.13016916,2.302450156,1.277034259,1.038282433,4,1.184,1.658312395,0.815803898,6.71
2,144.0885,120.02425,135.8128982,114.1604385,0.63627578,0.673161879,96.257,23.91575,48.1285,41.68050365,776.45,730.625,771.0219712,726.6332265,0.68616452,0.608335577,183.3,296.575,91.65,79.37122826,185.0,187.5,184.9324201,187.4490859,0.692781906,0.551079928,10,97.5,5.0,4.330127019,16420.0,13350.0,15228.81479,12512.0828,0.621505872,0.681077332,12280.0,2070.0,6140.0,5317.395979,112.95,93.175,105.7993384,88.12304714,0.630524394,0.676557339,79.1,16.925,39.55,34.25130472,31.0,33.5,30.59411708,33.18716943,0.680082905,0.492013811,10.0,20.5,5.0,4.330127019,144.5,141.75,144.3952908,141.6719641,0.692422637,0.577762745,11.0,66.75,5.5,4.763139721,6.0,6.0,6.0,6.0,0.693147181,0.562335145,0,3.0,0.0,0.0,8.35
6,51.093,49.055875,43.55169076,38.47477712,1.65753251,1.493568752,71.6206,20.68975,25.44330361,30.02830627,827.0833333,929.025,794.2947597,873.0301764,1.749679546,1.398349615,764.1,455.5475,248.0157751,320.0370086,143.0,126.95,129.7475737,105.5144706,1.713391869,1.571782726,171,47.5,53.07855813,69.12957037,3746.238167,2783.085875,1048.354065,202.2718295,1.487611577,1.423680704,7872.571,983.714125,2609.061058,2740.067568,42.72166667,67.915,16.09259366,30.48796827,1.112853568,0.722529992,141.0,53.3625,51.7996076,62.01928128,12.85366667,9.10825,6.92671171,2.791346833,1.517274561,1.491967173,27.478,3.37925,8.716448085,9.098668223,57.67109667,34.5349675,15.3212358,2.855534848,1.381081071,1.501647771,159.97342,9.8650325,51.79167945,39.01937063,3.0,2.65,2.798166414,2.485198906,1.721089149,1.659596898,3,0.65,1.154700538,1.061838029,26.0
6,94.81831167,53.77832748,71.58012951,35.39347346,1.581518815,1.453885832,157.0546,14.35001064,57.81921405,48.7144225,715.6833333,1004.589058,674.9410658,937.1932701,1.726531095,0.90808101,810.6,711.3957844,277.590114,345.1063083,176.1666667,109.7922138,156.6702415,87.398513,1.705871767,1.472782877,205,32.37963603,65.92272412,73.67606958,4456.238167,3132.580942,1188.108665,65.90405289,1.481388312,0.925907891,8958.571,2063.263334,3076.634158,3769.610969,63.78666667,112.2792674,37.09206288,93.1462135,1.441924259,0.821205506,138.63,77.46779544,51.03267962,45.23921093,7.310333333,4.767966367,4.613181769,1.244331008,1.600761453,1.069141225,12.878,2.982262152,3.806245817,5.362696019,111.6710967,97.46665639,16.39284143,1.052315742,1.008426864,0.278209988,399.97342,92.13021069,145.5972743,166.691169,2.333333333,2.110573601,2.289428485,2.091707917,1.772139388,1.264089037,1,1.073946095,0.471404521,0.313603379,25.0
5,85.611144,49.37268,67.58295561,33.35143444,1.433400823,1.587612292,148.93092,5.662857143,48.44653029,44.53059467,773.18,1025.114286,732.6565094,961.9785266,1.551053452,0.934128882,764.1,709.3428571,279.3020186,337.3321527,165.6,109.1428571,145.6072766,86.04864033,1.514150553,1.562539856,178,17.71428571,65.34401273,74.07029204,6133.2858,3019.030857,1249.410033,51.29469483,1.2951924,1.29587517,10278.571,1279.183429,4053.219795,4051.664375,78.766,108.4114286,53.0896795,79.37388508,1.377001654,0.808716075,135.97,80.49571429,48.465033,49.84589249,14.8644,6.926857143,6.771628682,1.300661027,1.251789396,1.397226945,35.778,2.444571429,11.96584596,9.945836795,118.005316,73.22947429,15.26031713,0.853357013,0.869941461,0.714425176,399.97342,57.12766857,149.1145383,138.0867282,3.0,2.357142857,2.701920077,2.226834968,1.494365083,1.390502467,4,0.928571429,1.549193338,1.04246568,27.0
2,54.98335,54.98335,36.66173662,36.66173662,0.381360654,0.381360654,81.9533,40.97665,40.97665,40.97665,1043.15,1043.15,979.6668822,979.6668822,0.632922777,0.632922777,716.7,358.35,358.35,358.35,123.0,123.0,103.1503757,103.1503757,0.536411746,0.536411746,134,67.0,67.0,67.0,5140.6255,5140.6255,113.4031746,113.4031746,0.00121849,0.00121849,10278.749,5139.3745,5139.3745,5139.3745,40.95,40.95,24.97799031,24.97799031,0.333320978,0.333320978,64.9,32.45,32.45,32.45,18.18,18.18,3.6,3.6,0.055546075,0.055546075,35.64,17.82,17.82,17.82,69.512915,69.512915,1.894827169,1.894827169,0.001781899,0.001781899,138.97417,69.487085,69.487085,69.487085,4.5,4.5,4.242640687,4.242640687,0.636514168,0.636514168,3,1.5,1.5,1.5,13.5
5,92.36873464,104.6609543,58.6962787,79.39806463,1.269893422,1.216871998,192.981,40.19614,73.70104912,64.77002956,1035.5,924.27,953.7139962,870.4021837,1.530108059,1.490596067,1138.9,267.94,413.89374,333.9169299,106.2,117.8,89.64780909,105.8420085,1.457250619,1.326350717,153,37.0,57.8943866,49.68259252,4149.625,5113.1125,234.0287876,1167.924746,1.05542649,1.078672635,9778.571,1955.8571,3756.262603,3135.207912,162.14,154.24,133.4576749,130.8726923,1.433709203,1.324233572,280.0,68.7,97.0416323,82.16617552,4.6164,5.6482,1.845429361,3.439090034,1.143768239,1.11624865,10.678,2.1578,4.030412862,3.38725924,4.314856,4.413428,0.524824724,0.947352226,0.779695623,0.83262891,12.97342,2.597342,5.294940269,5.218233482,3.4,4.3,2.8252345,3.77208744,1.452044073,1.169665371,5,2.3,1.854723699,1.791647287,3.4
5,61.17608064,71.75798754,44.68687378,55.45980765,1.339611125,1.193652651,124.1166,34.79151996,45.31833964,44.80177801,1047.7,894.21125,969.3321987,847.4247071,1.534817833,1.421680298,1139.9,290.86125,405.3370005,293.2235713,109.0,125.675,92.1166936,111.9143314,1.463593574,1.308086174,143,45.725,56.95612346,51.61680322,4058.625,5072.860588,235.9328279,812.0054139,1.091639296,1.090883609,7872.571,1968.4788,3381.684387,3025.122722,124.04,75.0125,80.14466494,56.87611507,1.243321221,1.336730123,312.3,29.725,110.6483005,53.57305614,9.4964,11.805975,2.611016243,4.65721604,0.976818985,0.949262853,27.478,6.92175,10.36521895,10.37431946,28.010856,35.006659,1.999884458,5.832573889,0.893823781,0.892157664,78.97342,19.74965375,31.42916227,31.46480578,3.0,3.4875,2.605171085,3.281197988,1.489750319,1.348172007,4,1.2375,1.414213562,1.140106903,11.7
2,99.621091,45.2557456,41.40516129,16.58516378,0.184230196,0.438525868,181.217818,30.8362544,90.608909,72.4871272,859.3,883.0,858.3916589,882.4132766,0.692090296,0.479905567,79.0,555.08,39.5,31.6,148.5,126.6,143.9444337,123.8251218,0.662628768,0.604162056,73,52.6,36.5,29.2,12219.0,5996.4,6461.139218,3048.911509,0.267939169,0.55851078,20742.0,3039.6,10371.0,8296.8,54.55,22.72,12.70432997,3.525619678,0.072592488,0.206727357,106.1,20.32,53.05,42.44,19.475,12.56,15.69872606,10.43676829,0.506044622,0.693066039,23.05,0.16,11.525,9.22,138.5,169.4,128.5690476,162.5199692,0.622325882,0.331008823,103.0,134.6,51.5,41.2,4.0,2.8,3.464101615,2.491461879,0.562335145,0.682908105,4,0.4,2.0,1.6,8.6
