x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,y
-191.8037380806006,15.690691081843038,-9.78876528575872,407.4705146564276,-154.83442942896056,219.22166227348148,65.30922942927796,104.36241056453986,319.3500890501895,4.554672698844361,34.99800116015271,21.784115913199347,4.501556987348687,-81.30537568804932,-77.91447221352058,92.804340570926,276.5889813782327,62.732289985315305,10.969813646105283,-2.80465979638067,-84.39948906552578,651.2804986100177,444.9766888106896,-57.14307835331551,-862.614117491932,-113.90072709526815,234.40800904056184,1
81.8521955259079,12.425420207545947,-19.272976152998098,-216.99939188189532,87.5435665143815,172.81898454125317,-195.69151723640977,-31.961407449816424,202.17050252133123,-103.75258379894416,-9.861461911209403,-102.50976528191079,92.0077727687095,-282.6626587470396,222.51098024049313,135.28502983555904,-83.49539455502102,49.6719610212052,-80.67871903407355,4.15420813551389,184.29197476834597,334.9577499819169,446.6464617229286,108.20049127755983,-510.7883251958083,3.5370766399513887,-87.30213321895711,1
-178.59145726341507,-18.281652530997647,-6.899571198420851,78.68063900902335,-65.21608492908436,-263.5584111605554,51.26870565916848,-34.36112886733347,160.91494416575074,-17.568453932065637,-21.270212521601398,12.569000802785109,0.6035887488124119,-185.43067885056422,38.01140102786277,151.75670928087084,-95.60025379833947,13.250726244375567,-7.750558003804336,-1.718274917877289,-58.57471787430633,-158.9051729508522,85.0113363537613,71.71374452676889,-658.2461529758962,-267.50681720537534,-283.20361363704944,0
220.62154112243815,5.510599693533772,-55.70408316716342,326.47349296318544,-220.41123430438873,74.55265374044919,35.424876109914216,52.95009045740914,108.53326070335108,-27.52529888015765,-20.516366483407484,-49.265135478128606,130.9258425258797,2.0624188871948133,-206.36056362926476,82.94246645528638,-89.12241727514433,-16.38670087730285,-16.17594203737846,-18.941161965239626,-44.16128153622775,-224.57509299722255,0.8381217343490062,-57.81998521035217,-573.8536762533828,-146.90574033779194,92.04482572383431,1
-149.24676001323851,-4.319025001194586,44.74397522018895,257.1338898481961,-204.84787701221913,-65.13588191171826,327.8713717455558,167.8743499740341,66.33543756940273,246.99793273192722,24.185211817193547,-80.47819010897874,-20.62705486091406,198.08234189590888,-19.108938875843,32.9477088086777,-86.98062249907623,-26.61316713762805,216.12291011185116,-7.720804632050004,4.310480193465028,631.9939544071771,131.82127742954748,115.53248806440614,31.135034248909193,21.034357499928213,-233.10555546793245,2
167.67648318163046,6.369858441423664,17.150309250406778,-373.9320829679207,90.20419851686157,86.76355700142777,-73.48673025931876,12.857387617317034,-159.4611616358293,-21.238099696475366,86.8200339767128,11.670324825857504,168.69313754463735,171.1034440356008,343.9500873076268,-56.76687009604837,-130.4755277839132,3.1747578131740832,-10.855776071728085,12.844130878967569,138.2145117107847,-135.78286418245222,252.05554027119376,59.02565457218839,723.3533354299462,207.64620161709763,-236.42406583148542,2
-197.17657583883164,-20.275244687704514,17.03569997066831,-229.9293625979123,47.248526378811576,-291.88929638828733,74.15973279550886,72.56871167951373,-184.3130444671791,-63.65799831356928,29.666132318606024,15.861002857428314,61.442902216405045,-45.085712465024045,140.9222887940946,21.021701767156568,222.7914761752597,10.517376994686467,-46.75107607665422,-4.910354452332268,86.35906955847503,-158.26439013114523,126.81169323222215,-17.405054356120367,502.25515409180457,127.08397708356523,-256.23460681241437,2
62.48307757284197,0.515566696090953,-21.213514040301284,-200.88979807581217,-6.558845285331265,3.5683723852060245,55.65805902408061,-11.692512821864504,228.21870662310286,-72.28170317539056,100.99068058788339,87.85494234460336,33.141785010989295,116.41737165927644,-251.59466017812787,-204.78421049619686,-293.0266581149238,1.2217537847981663,-54.04837011224808,-15.931778240575385,-35.79382429284302,347.71735618090247,-143.91137077932777,-63.029602343347484,345.8208388913943,36.94234346054295,-153.05379953249934,1
-270.04496943758693,14.141121462777411,-37.87640595843365,-269.14722915668057,199.71008514676709,197.20076954352297,-146.3931537147435,12.692307312102786,-3.6484040924978354,165.15514131514365,-34.003959000605946,-38.12577115509859,1.5787327299894616,267.7552081600712,387.37102837937925,-42.134206494277464,22.14330027227956,28.298385412887338,146.86834687811896,11.484720630665631,217.31112989575587,542.2401114073756,-122.80608568500928,16.78001173329602,97.89589391617167,101.47638335544308,-97.10148389309992,2
-208.27972488144798,2.743814091008563,38.948842419223034,-362.73861402441804,70.8427376956977,35.23393697524854,138.64830312318344,142.51692250837544,-270.20750152973915,50.24868400557063,-0.9339259220056862,21.22035846984429,-124.67099211390087,117.37351324738218,-106.34577628100847,-11.656733560305174,-368.4466197231545,-1.609605405310861,49.63563553051866,11.008907788398401,70.33544053921969,875.065476275725,-249.64451000091455,77.38535641192864,-55.277176284688764,18.415532934625137,102.86878193148907,0
19.51074327283304,-6.137144799178799,-43.44956361351224,-235.60193686650624,230.59770014385836,-90.9731341067928,-295.5457732787159,-81.11259039539009,-218.93923956136643,150.09501106033687,37.234491776180334,-2.8925692790666977,11.090661762808644,210.29605022274131,-189.50522075045083,-41.88359315739126,-650.8783813544371,-10.52760497616042,134.1246131297381,11.957864597413078,120.87666951794073,-105.29196449794783,-886.722726348903,-14.806850976850457,110.80626399340323,192.67417361991093,-90.43687191522106,1
178.2095204139027,-5.551799003237079,10.15098733361673,198.89607165702895,-22.68406989831265,-82.65480053612222,-129.8240193558037,-101.80581653243102,239.80136848337827,-194.23995017067165,39.069980080636334,25.960131328066375,-213.1428807664465,3.6061067750133264,-82.59802781975759,92.86490312493378,44.48009658356573,17.034632791828805,-157.2482363704481,-6.281478475550091,-213.74277889147436,-823.094111451684,425.8027390655998,-20.086291126186186,-50.90023257148402,-129.9736678937952,86.8075023223478,1
8.922894716458677,-2.99274945404457,-38.455708578921886,210.8147713958754,-36.55966620092272,-46.288215311382935,111.59491270106855,15.523503001838694,117.19316967453814,-21.71605715962629,-13.076536194914905,-18.94409188155077,-81.70203654329846,62.14462356903761,1.9042285700346322,75.38223328259589,164.97653847771434,12.405154203102645,-11.260218965009361,-5.990916645328149,-38.69756269380156,-506.2117677519528,-46.726872771517556,-77.47498541102213,-48.73600839258323,-48.59047901636029,-252.54973939667553,2
