driver_id,timestamp,latitude,longitude,trip_distance,event_type
D001,2023-07-30 05:55:48,37.538849579360246,-121.22748988885533,3.423076573047031,Trip
D001,2023-07-30 07:10:08,37.93476356947273,-121.0215678805398,5.072880200441588,Trip
D001,2023-07-30 07:11:01,37.795197133875064,-121.920222434928,,GPS
D001,2023-07-30 05:20:21,37.46871545044007,-121.05888928225791,1.568594994760041,Trip
D001,2023-07-30 05:27:29,37.67930257604861,-121.7174686646489,,GPS
D001,2023-07-30 06:20:49,37.57858135955766,-121.45726820764473,,GPS
D001,2023-07-30 07:06:38,37.74438722614793,-121.17710081904086,7.723202723062736,Trip
D001,2023-07-30 06:18:12,37.0110278159199,-121.42103203264915,,GPS
D001,2023-07-30 05:34:54,37.536543146725734,-121.99413381326183,5.553422145437799,Trip
D001,2023-07-30 05:43:44,37.416567538021916,-121.64854028369182,4.557593809287299,Trip
D001,2023-07-30 06:35:15,37.939113113534425,-121.25154744526644,,GPS
D001,2023-07-30 06:24:44,37.35144953430424,-121.6580016307517,5.352056091877271,Trip
D001,2023-07-30 05:44:40,37.93082254347954,-121.84577258978,4.52091123915711,Trip
D001,2023-07-30 05:23:03,37.824150511617596,-121.68988617388914,8.046271597547339,Trip
D001,2023-07-30 07:02:44,37.08195014659423,-121.4858342989973,9.0334611014362,Trip
D001,2023-07-30 07:09:01,37.54445263452247,-121.46904886667443,,GPS
D001,2023-07-30 06:11:36,37.64415725449518,-121.79885410528092,7.661613624439978,Trip
D001,2023-07-30 05:41:40,37.868529012745064,-121.5179241616071,2.59379369518625,Trip
D001,2023-07-30 05:12:56,37.00833917614987,-121.86966961698501,8.16513422051636,Trip
D001,2023-07-30 05:48:31,37.92517159868102,-121.29847067816812,,GPS
D001,2023-07-30 07:01:01,37.708655637787636,-121.63591698355344,,GPS
D001,2023-07-30 06:58:53,37.134610637735946,-121.86065618077777,,GPS
D001,2023-07-30 05:20:57,37.01175761697454,-121.0528973917844,8.67899082750732,Trip
D001,2023-07-30 06:00:46,37.39257342345924,-121.58622519676014,6.6681163734002045,Trip
D001,2023-07-30 05:47:29,37.60181386121335,-121.99174370614372,1.2690613725311821,Trip
D001,2023-07-30 07:04:24,37.96617447113872,-121.064186595574,1.665368213491104,Trip
D001,2023-07-30 05:32:20,37.27731196853152,-121.94277984660884,4.849591929846003,Trip
D001,2023-07-30 06:40:03,37.82913728891664,-121.16735160037486,9.966567993246167,Trip
D001,2023-07-30 05:15:57,37.933798420920105,-121.26491745286269,,GPS
D001,2023-07-30 06:34:39,37.452698364608146,-121.82267889298869,,GPS
D001,2023-07-30 07:00:38,37.04102539593395,-121.68986548250226,2.471666034553344,Trip
D001,2023-07-30 06:53:19,37.94071360811479,-121.14459814364362,,GPS
D001,2023-07-30 06:02:56,37.58281960515075,-121.342783834385,4.196926471662595,Trip
D001,2023-07-30 06:13:53,37.954766320748945,-121.25037672763173,,GPS
D001,2023-07-30 06:21:02,37.51338694792966,-121.52945154697149,,GPS
D001,2023-07-30 07:11:06,37.89572174409687,-121.59490539866542,,GPS
D001,2023-07-30 06:06:18,37.175097732065296,-121.0227191140836,2.596716882136898,Trip
D001,2023-07-30 05:59:19,37.65590911031731,-121.96699480345843,7.69286864847521,Trip
D001,2023-07-30 05:38:53,37.31324683869489,-121.39517619862718,,GPS
D001,2023-07-30 05:31:50,37.58552925910742,-121.1445619934032,,GPS
D001,2023-07-30 06:25:50,37.446573422871566,-121.6297426554849,,GPS
D001,2023-07-30 05:41:03,37.507845122878514,-121.60406764166902,,GPS
D001,2023-07-30 05:42:55,37.99435472752262,-121.02582806576821,,GPS
D001,2023-07-30 06:08:42,37.4620814866762,-121.73471313789801,,GPS
D001,2023-07-30 06:32:36,37.303107842476685,-121.42024268689819,7.833630978753833,Trip
D001,2023-07-30 05:48:13,37.483031187567256,-121.34720152063292,3.475827623102548,Trip
D001,2023-07-30 05:16:08,37.470222607233374,-121.95756789146502,5.517398819289635,Trip
D001,2023-07-30 06:11:33,37.74858418085448,-121.33315168886686,1.786869670395947,Trip
D001,2023-07-30 06:11:28,37.27405048391399,-121.44553250535809,,GPS
D001,2023-07-30 05:36:21,37.3766829536305,-121.43588185767139,,GPS
D001,2023-07-30 07:09:57,37.894001388052224,-121.35363267002478,1.131988383394921,Trip
D001,2023-07-30 05:43:06,37.17109130053286,-121.929339869889,,GPS
D001,2023-07-30 06:17:52,37.8295260282209,-121.03416221590652,9.07021471876187,Trip
D001,2023-07-30 06:09:37,37.992752615272906,-121.81596249851432,,GPS
D001,2023-07-30 07:06:21,37.37217698791396,-121.30268279216774,,GPS
D001,2023-07-30 06:33:47,37.94828273103639,-121.489212701487,,GPS
D001,2023-07-30 06:59:02,37.18116886163416,-121.89099129637142,6.658855983771771,Trip
D001,2023-07-30 06:31:52,37.29267384405958,-121.74175328190385,9.465056770821098,Trip
D001,2023-07-30 06:33:58,37.25668651763927,-121.5108771623331,3.232815258920008,Trip
D001,2023-07-30 05:32:08,37.769040378251034,-121.8112815662169,,GPS
D001,2023-07-30 06:12:50,37.33376159145206,-121.49654183697629,,GPS
D001,2023-07-30 06:55:10,37.30854000498637,-121.84458140849006,2.853480034759143,Trip
D001,2023-07-30 06:45:09,37.71648508153025,-121.18273216495355,,GPS
D001,2023-07-30 05:47:41,37.20263236307545,-121.62470377225416,9.45898038179201,Trip
D001,2023-07-30 05:23:27,37.197635992850806,-121.59726950140136,,GPS
D001,2023-07-30 05:52:03,37.23973552514718,-121.61720861820919,,GPS
D001,2023-07-30 06:53:28,37.981954093967914,-121.78769423124756,5.846079494066938,Trip
D001,2023-07-30 05:43:05,37.486482577600064,-121.48406173823207,8.607100135383243,Trip
D001,2023-07-30 05:17:51,37.40565201161414,-121.2094402520545,5.2404322071058544,Trip
D001,2023-07-30 06:32:50,37.24914717105599,-121.19565715834942,,GPS
D001,2023-07-30 06:35:29,37.74463590144209,-121.8191087062789,,GPS
D001,2023-07-30 05:29:56,37.57128444623551,-121.29532616500899,1.149089398481403,Trip
D001,2023-07-30 05:58:58,37.48312451665673,-121.79725650159426,1.238874125534312,Trip
D001,2023-07-30 06:10:39,37.12380732018185,-121.72232414668983,3.002826211727635,Trip
D001,2023-07-30 06:11:38,37.44975500255027,-121.13032316182434,,GPS
D001,2023-07-30 06:44:59,37.354050218845565,-121.2619766832244,9.4582033213388,Trip
D001,2023-07-30 06:09:15,37.457363979233335,-121.73742910855991,,GPS
D001,2023-07-30 06:38:33,37.1374601257282,-121.35429917262194,9.366097739051446,Trip
D001,2023-07-30 05:45:38,37.095758170312266,-121.1204479976982,,GPS
D001,2023-07-30 06:22:52,37.45513781262519,-121.8362803089369,,GPS
D001,2023-07-30 06:12:18,37.00871481731429,-121.60206609697303,8.083755062886745,Trip
D001,2023-07-30 05:57:14,37.72551256679011,-121.11659163321771,,GPS
D001,2023-07-30 06:57:29,37.06277656965987,-121.4891655841105,3.290561756816,Trip
D001,2023-07-30 05:21:07,37.42290285599628,-121.10610141454059,,GPS
D001,2023-07-30 06:02:19,37.313813100380614,-121.21241343646773,,GPS
D001,2023-07-30 06:53:44,37.27114426185669,-121.89437286375346,,GPS
D001,2023-07-30 06:53:30,37.5205539733096,-121.81746900484117,8.65209495550097,Trip
D001,2023-07-30 06:53:59,37.39222634945823,-121.57924911712475,,GPS
D001,2023-07-30 05:43:55,37.584076416881764,-121.45675649896067,4.682672130970049,Trip
D001,2023-07-30 06:28:43,37.66362566216392,-121.93826244521127,3.8037043730175792,Trip
D001,2023-07-30 06:52:39,37.53384544898095,-121.29918116370645,1.8864538475718151,Trip
D001,2023-07-30 05:38:09,37.38769183697077,-121.82483716512779,,GPS
D001,2023-07-30 06:15:39,37.861242779484535,-121.24778146092196,,GPS
D001,2023-07-30 05:56:52,37.691178927859234,-121.92621838638264,,GPS
D001,2023-07-30 05:17:46,37.61493079970788,-121.89354632692844,5.269132688576797,Trip
D001,2023-07-30 06:40:12,37.39645435511977,-121.75361100085267,9.503429820915963,Trip
D001,2023-07-30 05:29:41,37.64105416098536,-121.56498753794813,9.378673443323343,Trip
D001,2023-07-30 05:32:34,37.39507101371773,-121.00429929534138,9.540039236028761,Trip
D001,2023-07-30 06:51:51,37.970949587550756,-121.20838681741759,,GPS
D001,2023-07-30 06:01:42,37.14066907346489,-121.25593165262447,4.116226070205697,Trip
D002,2023-07-30 05:47:52,37.099035946984486,-121.92108423409012,,GPS
D002,2023-07-30 06:48:28,37.020113441214576,-121.93759496234176,,GPS
D002,2023-07-30 06:01:04,37.378772450401,-121.14265216685455,9.723424218852823,Trip
D002,2023-07-30 05:31:05,37.17448023084274,-121.66407918072441,3.117711185874783,Trip
D002,2023-07-30 06:05:56,37.47832203212308,-121.4340753953935,,GPS
D002,2023-07-30 05:37:06,37.63705957814379,-121.10548878685582,,GPS
D002,2023-07-30 06:40:02,37.284328345335915,-121.226002694971,1.052770819280228,Trip
D002,2023-07-30 05:42:47,37.50190118668974,-121.0053404987655,5.522424744460199,Trip
D002,2023-07-30 05:56:47,37.100383002117525,-121.45653445087925,,GPS
D002,2023-07-30 05:57:39,37.87988132751178,-121.89304722261447,6.419194831231213,Trip
D002,2023-07-30 06:18:51,37.345032346292584,-121.75173827406175,,GPS
D002,2023-07-30 06:04:05,37.250002077256056,-121.40143790978124,4.410730416844714,Trip
D002,2023-07-30 06:55:42,37.39660398736394,-121.05142737822095,,GPS
D002,2023-07-30 06:49:48,37.94141710418656,-121.73309001346536,5.444223424384746,Trip
D002,2023-07-30 06:44:07,37.67085447023627,-121.29464550291155,,GPS
D002,2023-07-30 05:39:07,37.669278564239384,-121.40336949311286,4.110513991687446,Trip
D002,2023-07-30 05:37:52,37.02029532350693,-121.15531585685464,9.508539196552976,Trip
D002,2023-07-30 05:40:26,37.15601337468445,-121.5847836363557,5.574143784869497,Trip
D002,2023-07-30 06:02:44,37.17299103135487,-121.44084863278238,3.913947035909787,Trip
D002,2023-07-30 07:00:27,37.33705330075855,-121.87202718916559,,GPS
D002,2023-07-30 05:56:08,37.00022785628689,-121.90288639837996,,GPS
D002,2023-07-30 05:23:02,37.604926349782595,-121.01101071404894,,GPS
D002,2023-07-30 06:19:57,37.967285913120065,-121.07597684436868,,GPS
D002,2023-07-30 06:52:54,37.5567082408684,-121.42511557661705,,GPS
D002,2023-07-30 05:40:59,37.865204146774445,-121.80195697372092,,GPS
D002,2023-07-30 06:13:27,37.25423008091052,-121.35496736138852,2.093841103310398,Trip
D002,2023-07-30 05:42:11,37.20194899906043,-121.09052631486905,5.71431219439474,Trip
D002,2023-07-30 05:55:18,37.33956106805229,-121.97195306483283,,GPS
D002,2023-07-30 05:48:53,37.64900725636294,-121.2706430755568,5.756077830606732,Trip
D002,2023-07-30 05:33:22,37.103033648665864,-121.93731006159148,,GPS
D002,2023-07-30 05:12:25,37.83987749900046,-121.45438945190129,6.311810291452328,Trip
D002,2023-07-30 05:27:54,37.609650134077015,-121.88980530221,,GPS
D002,2023-07-30 06:51:21,37.84008557101611,-121.98880167930275,8.667921045534921,Trip
D002,2023-07-30 06:02:35,37.58250325719383,-121.74151477687357,,GPS
D002,2023-07-30 06:34:57,37.23473824852917,-121.23869089470033,,GPS
D002,2023-07-30 06:11:47,37.80130761117208,-121.48884229725336,9.7894377665227,Trip
D002,2023-07-30 05:19:12,37.02143588425844,-121.82147404724108,,GPS
D002,2023-07-30 05:28:25,37.765378439084785,-121.53798442867298,,GPS
D002,2023-07-30 06:41:45,37.47868572148689,-121.37503127304443,,GPS
D002,2023-07-30 05:23:49,37.389990302376205,-121.27730976067363,,GPS
D002,2023-07-30 07:00:46,37.16602943760759,-121.751251264652,,GPS
D002,2023-07-30 06:31:07,37.69725090937707,-121.35851880097468,,GPS
D002,2023-07-30 05:13:17,37.840127519014445,-121.14132514306972,8.824658043324945,Trip
D002,2023-07-30 06:20:41,37.143490913382635,-121.1709485724916,8.680392189577365,Trip
D002,2023-07-30 06:30:19,37.82753777905364,-121.9243152436462,5.651821362683612,Trip
D002,2023-07-30 06:01:19,37.49714276729073,-121.7421004477294,,GPS
D002,2023-07-30 05:57:07,37.051151085795276,-121.91985419622755,,GPS
D002,2023-07-30 06:53:55,37.41224257059487,-121.27469809714007,5.561196570160503,Trip
D002,2023-07-30 06:53:30,37.83647947804374,-121.0187174303994,,GPS
D002,2023-07-30 06:09:35,37.32854712290106,-121.64594384989842,,GPS
D002,2023-07-30 06:11:45,37.82315083191331,-121.75321436585031,4.918499666716789,Trip
D002,2023-07-30 05:23:35,37.820541825283215,-121.69015091987737,5.253440259276834,Trip
D002,2023-07-30 05:12:55,37.42764856608152,-121.63812455450528,,GPS
D002,2023-07-30 05:57:33,37.866988767828765,-121.14226327709221,,GPS
D002,2023-07-30 06:55:39,37.66392777605445,-121.89665977802647,,GPS
D002,2023-07-30 06:45:34,37.363839352175724,-121.7680743248578,8.638221798640071,Trip
D002,2023-07-30 05:14:04,37.95314300860585,-121.65517845468655,,GPS
D002,2023-07-30 05:26:30,37.80401925562498,-121.06483381256729,7.689195746161197,Trip
D002,2023-07-30 07:06:46,37.47519115206724,-121.75450774211298,,GPS
D002,2023-07-30 06:43:36,37.41425919458133,-121.16371625614582,,GPS
D002,2023-07-30 06:35:34,37.00357561136332,-121.99937400032293,,GPS
D002,2023-07-30 05:59:33,37.375258767520116,-121.64602462494648,,GPS
D002,2023-07-30 05:48:28,37.32056246267868,-121.41009138003265,6.976692113544102,Trip
D002,2023-07-30 06:00:21,37.11735290202873,-121.23996887093482,,GPS
D002,2023-07-30 05:50:05,37.40425525697709,-121.98457658410928,5.3253961971466435,Trip
D002,2023-07-30 06:20:52,37.203591310924224,-121.82059115585187,7.945880510834751,Trip
D002,2023-07-30 06:03:58,37.6559950985766,-121.72743812609399,,GPS
D002,2023-07-30 05:29:46,37.476026773850826,-121.17492284269318,,GPS
D002,2023-07-30 06:44:13,37.890029517982754,-121.90981736558834,7.004610090441861,Trip
D002,2023-07-30 05:18:22,37.59578537187318,-121.57505844834036,4.958953788507842,Trip
D002,2023-07-30 06:27:10,37.30323458815436,-121.27222294320535,9.620989231989292,Trip
D002,2023-07-30 06:42:51,37.61318833836498,-121.80104675998874,5.804974652162754,Trip
D002,2023-07-30 06:55:57,37.131168472545816,-121.78634874021718,2.835809940424601,Trip
D002,2023-07-30 05:31:53,37.787798628622554,-121.47412936006708,2.387031502112747,Trip
D002,2023-07-30 06:20:02,37.732014446326176,-121.60583122572986,,GPS
D002,2023-07-30 06:19:44,37.50108153322488,-121.99724815976239,,GPS
D002,2023-07-30 05:20:33,37.84899232903909,-121.76066426208763,8.32040183791349,Trip
D002,2023-07-30 06:40:24,37.302070647902745,-121.52596186304386,,GPS
D002,2023-07-30 05:52:37,37.610590399047524,-121.05383403582745,,GPS
D002,2023-07-30 05:14:34,37.968228990207656,-121.38498345531387,,GPS
D002,2023-07-30 06:13:53,37.497256046892886,-121.4254256266975,,GPS
D002,2023-07-30 06:47:17,37.267962100267965,-121.068574401868,,GPS
D002,2023-07-30 05:15:10,37.47240048064429,-121.85853771646829,9.023847260967393,Trip
D002,2023-07-30 05:51:16,37.12360532081759,-121.23798090128786,,GPS
D002,2023-07-30 05:35:14,37.30918807027643,-121.12659422612344,5.6623279197466285,Trip
D002,2023-07-30 05:13:34,37.31223652023047,-121.8188261828264,6.002220589055228,Trip
D002,2023-07-30 05:56:46,37.555339708249754,-121.88620249146582,2.429266329156513,Trip
D002,2023-07-30 07:10:55,37.18295515580393,-121.05217149570935,1.290875390283035,Trip
D002,2023-07-30 07:09:06,37.314946628412066,-121.87798452746539,7.394147237672048,Trip
D002,2023-07-30 06:10:31,37.84917393066626,-121.1047500053536,,GPS
D002,2023-07-30 05:20:53,37.875700255498586,-121.3288446048488,,GPS
D002,2023-07-30 05:43:09,37.04655886396585,-121.34709430901955,4.37589812678841,Trip
D002,2023-07-30 05:17:48,37.930768460495656,-121.12489100698478,2.712565167528659,Trip
D002,2023-07-30 05:35:35,37.3829290441332,-121.31018939816377,8.685492578591191,Trip
D002,2023-07-30 06:57:08,37.011001453292145,-121.99640598021395,,GPS
D002,2023-07-30 07:05:42,37.704613707648086,-121.88803640558633,,GPS
D002,2023-07-30 05:43:47,37.58193385441932,-121.79415690575615,,GPS
D002,2023-07-30 05:55:40,37.884620925841524,-121.8375652397189,,GPS
D002,2023-07-30 05:52:08,37.68875632390744,-121.52350471272432,,GPS
D002,2023-07-30 06:57:22,37.01455654963585,-121.38456363619251,,GPS
D003,2023-07-30 06:43:59,37.64321231432553,-121.01159691025155,1.15062417095102,Trip
D003,2023-07-30 06:19:15,37.65377440192532,-121.155056527123,8.460412131739968,Trip
D003,2023-07-30 07:05:57,37.87540888456442,-121.91645085065865,9.579135017711408,Trip
D003,2023-07-30 05:46:54,37.85297281094899,-121.65254843937112,,GPS
D003,2023-07-30 06:00:47,37.47281204221111,-121.42748923297181,4.283953429335598,Trip
D003,2023-07-30 06:59:43,37.993484937050795,-121.27788535927162,7.975540181835503,Trip
D003,2023-07-30 05:12:35,37.152945375848304,-121.81747211624065,3.819545902079179,Trip
D003,2023-07-30 06:32:01,37.30249889316567,-121.87222699346256,3.243467106737658,Trip
D003,2023-07-30 06:51:34,37.93072410928103,-121.72381319030886,,GPS
D003,2023-07-30 06:32:03,37.82477428302488,-121.97707732514883,6.437738803483736,Trip
D003,2023-07-30 06:05:47,37.84025482315668,-121.61171037395191,1.5039440074357069,Trip
D003,2023-07-30 07:00:49,37.29501400293278,-121.82869595214689,,GPS
D003,2023-07-30 06:00:55,37.32296249215955,-121.22357608444531,3.585595770783867,Trip
D003,2023-07-30 05:46:35,37.61536954647557,-121.00120769407235,5.294685227936448,Trip
D003,2023-07-30 05:27:25,37.07027026964649,-121.97473221784654,,GPS
D003,2023-07-30 06:30:04,37.8013078368071,-121.14366564760643,,GPS
D003,2023-07-30 07:01:12,37.48594494180918,-121.83819786449202,2.595577018624897,Trip
D003,2023-07-30 06:13:23,37.238742518057265,-121.69464304558628,1.960091365527414,Trip
D003,2023-07-30 07:05:26,37.048541553849354,-121.65153827944927,,GPS
D003,2023-07-30 05:17:44,37.7215907290964,-121.39149351033815,6.999944284106227,Trip
D003,2023-07-30 06:55:15,37.9216637031767,-121.80790034727384,,GPS
D003,2023-07-30 05:18:43,37.86792434692145,-121.10977451338289,,GPS
D003,2023-07-30 05:14:50,37.026758926301326,-121.47245854515106,,GPS
D003,2023-07-30 06:56:01,37.83764867413683,-121.72415490718244,1.5199424192127742,Trip
D003,2023-07-30 05:36:02,37.73555291407384,-121.44204944083734,,GPS
D003,2023-07-30 05:15:57,37.54446373817331,-121.68913212349017,4.661900328587484,Trip
D003,2023-07-30 06:41:50,37.82456783300036,-121.64662022468684,8.889018661761565,Trip
D003,2023-07-30 07:11:19,37.62342793467075,-121.98278448000413,,GPS
D003,2023-07-30 07:10:15,37.288410501974525,-121.83061179006046,4.3757782515408294,Trip
D003,2023-07-30 05:23:57,37.26118875762197,-121.31953934559917,5.454430854346941,Trip
D003,2023-07-30 05:23:50,37.80674142246515,-121.82881863864077,6.5231626880682825,Trip
D003,2023-07-30 05:35:26,37.98045809113667,-121.87379147882977,,GPS
D003,2023-07-30 06:46:57,37.45896560933489,-121.71836529979375,8.961040794779432,Trip
D003,2023-07-30 06:48:50,37.75753808689258,-121.74914644774412,,GPS
D003,2023-07-30 06:23:51,37.404441933734404,-121.43972972284679,,GPS
D003,2023-07-30 06:21:51,37.74709225314287,-121.47610453786746,,GPS
D003,2023-07-30 06:23:50,37.687983778698666,-121.3900096125629,8.65132165346736,Trip
D003,2023-07-30 06:54:00,37.683220309576924,-121.28714050166151,7.027473932381415,Trip
D003,2023-07-30 05:33:20,37.84879405684986,-121.9669491350844,1.6263779822342679,Trip
D003,2023-07-30 06:26:02,37.36159773113237,-121.09056629739136,,GPS
D003,2023-07-30 05:58:44,37.84204552358058,-121.28087691148087,2.141259807570011,Trip
D003,2023-07-30 06:10:24,37.49019866171274,-121.47137820555345,,GPS
D003,2023-07-30 06:49:15,37.89450351665677,-121.57460788251117,,GPS
D003,2023-07-30 06:31:30,37.87690813506136,-121.72426504461822,5.186291064894535,Trip
D003,2023-07-30 06:21:59,37.325748163859856,-121.95595771094405,3.574802830594519,Trip
D003,2023-07-30 06:39:55,37.53289137772292,-121.44776036390044,,GPS
D003,2023-07-30 06:49:02,37.89060568810675,-121.46641576457543,,GPS
D003,2023-07-30 06:52:21,37.148599684272114,-121.40976057385605,,GPS
D003,2023-07-30 05:28:57,37.826911302535,-121.51119470024179,6.468834185647781,Trip
D003,2023-07-30 06:42:13,37.23782685007258,-121.98420374085617,,GPS
D003,2023-07-30 06:15:10,37.7246668336203,-121.27008808437758,1.488542801759979,Trip
D003,2023-07-30 07:03:34,37.88148634297298,-121.1861248288347,2.787736098321288,Trip
D003,2023-07-30 06:28:55,37.60332388195196,-121.87526530172495,,GPS
D003,2023-07-30 07:07:26,37.32437394173474,-121.58778884815628,3.9159444670757173,Trip
D003,2023-07-30 05:24:00,37.8454954235051,-121.81521041479279,,GPS
D003,2023-07-30 06:21:33,37.37501420176662,-121.75187742335821,1.279914694159676,Trip
D003,2023-07-30 05:45:14,37.69787004271865,-121.9066166965409,8.348440849876981,Trip
D003,2023-07-30 06:15:59,37.80453239840013,-121.78678513188358,5.838097610172137,Trip
D003,2023-07-30 05:16:03,37.780929376601684,-121.67068205814095,,GPS
D003,2023-07-30 06:26:02,37.99022483853743,-121.94908592164168,5.9846081272886416,Trip
D003,2023-07-30 05:27:19,37.88263426127914,-121.80344997392183,6.270337774406348,Trip
D003,2023-07-30 06:35:33,37.28607063335086,-121.65168252780624,,GPS
D003,2023-07-30 05:58:27,37.582430826335525,-121.92547227563281,2.586479300178444,Trip
D003,2023-07-30 06:12:51,37.608499463973835,-121.72931160761777,,GPS
D003,2023-07-30 06:07:58,37.97186460716883,-121.53044649846757,,GPS
D003,2023-07-30 05:22:01,37.93988749684404,-121.67123034354576,,GPS
D003,2023-07-30 06:17:42,37.344239931089184,-121.12498728117207,5.7545711763876675,Trip
D003,2023-07-30 07:07:56,37.50620046637474,-121.17601202927736,5.627093201384233,Trip
D003,2023-07-30 05:33:24,37.00644584952826,-121.54886127580048,3.260543369954037,Trip
D003,2023-07-30 06:19:51,37.444293632752405,-121.2669832367344,,GPS
